country,iso3,year,g_whoregion,contact_screening_rate,tpt_start_rate,tpt_completion_rate,contact_screening_rate_edge_flag,tpt_start_rate_edge_flag,tpt_completion_rate_edge_flag,c_newinc,c_newinc_next_year,c_newinc_percent_change_next_year,case_change_direction,low_c_newinc_flag,temporal_analysis_cohort_flag
Guatemala,GTM,2021,AMR,0.30228667038482987,0.30228667038482987,,False,False,False,3089.0,4092.0,32.470055033991585,Anstieg,False,False
Guatemala,GTM,2022,AMR,0.8081415519833468,0.2524574997108824,,False,False,False,4092.0,4733.0,15.664711632453567,Anstieg,False,False
Guatemala,GTM,2023,AMR,0.8095614828209765,0.2363245931283906,0.5691056910569106,False,False,False,4733.0,4622.0,-2.3452355799704203,Rückgang,False,False
Guam,GUM,2019,WPR,0.30364372469635625,0.19838056680161945,0.5306122448979592,False,False,False,79.0,57.0,-27.848101265822784,Rückgang,False,True
Guam,GUM,2020,WPR,0.64375,0.25625,0.5365853658536586,False,False,False,57.0,58.0,1.7543859649122806,Anstieg,False,True
Guam,GUM,2021,WPR,0.7916666666666666,0.3819444444444444,0.6545454545454545,False,False,False,58.0,59.0,1.7241379310344827,Anstieg,False,True
Guam,GUM,2022,WPR,0.6532258064516129,0.06182795698924731,0.6956521739130435,False,False,False,59.0,45.0,-23.728813559322035,Rückgang,False,True
Guam,GUM,2023,WPR,0.15081967213114755,0.018032786885245903,1.0,False,False,True,45.0,60.0,33.33333333333333,Anstieg,False,True
Guyana,GUY,2019,AMR,0.6311787072243346,0.20912547528517111,,False,False,False,497.0,366.0,-26.358148893360163,Rückgang,False,True
Guyana,GUY,2020,AMR,0.38482384823848237,0.16260162601626016,,False,False,False,366.0,414.0,13.114754098360656,Anstieg,False,True
Guyana,GUY,2021,AMR,0.6390423572744015,0.16206261510128914,,False,False,False,414.0,390.0,-5.797101449275362,Rückgang,False,True
Guyana,GUY,2022,AMR,0.6376306620209059,0.10452961672473868,,False,False,False,390.0,424.0,8.717948717948717,Anstieg,False,True
Guyana,GUY,2023,AMR,0.5977011494252874,0.14655172413793102,,False,False,False,424.0,427.0,0.7075471698113208,Anstieg,False,True
"China, Hong Kong SAR",HKG,2019,WPR,0.8219354838709677,0.15483870967741936,0.8916666666666667,False,False,False,4051.0,3642.0,-10.096272525302394,Rückgang,False,True
"China, Hong Kong SAR",HKG,2020,WPR,0.603157321720196,0.18671747414262385,0.8542274052478134,False,False,False,3642.0,3711.0,1.8945634266886324,Anstieg,False,True
"China, Hong Kong SAR",HKG,2021,WPR,0.5733916302311055,0.19800124921923798,0.8170347003154574,False,False,False,3711.0,3190.0,-14.039342495284291,Rückgang,False,True
"China, Hong Kong SAR",HKG,2022,WPR,0.5775553967119371,0.20729092208720515,0.8379310344827586,False,False,False,3190.0,3218.0,0.877742946708464,Anstieg,False,True
"China, Hong Kong SAR",HKG,2023,WPR,0.5672235481304694,0.16070007955449483,0.801980198019802,False,False,False,3218.0,3202.0,-0.4972032318210068,Rückgang,False,True
Honduras,HND,2019,AMR,0.5268287570739887,0.21201006078390275,,False,False,False,2424.0,1847.0,-23.803630363036305,Rückgang,False,True
Honduras,HND,2020,AMR,0.38286441396861304,0.22875724586455534,0.0,False,False,True,1847.0,2063.0,11.694639956686519,Anstieg,False,True
Honduras,HND,2021,AMR,0.9245582238332578,0.17489805165382874,1.0,False,False,True,2063.0,2297.0,11.342704798836646,Anstieg,False,True
Honduras,HND,2022,AMR,0.37873340707964603,0.10674778761061947,,False,False,False,2297.0,2616.0,13.887679582063562,Anstieg,False,True
Honduras,HND,2023,AMR,0.5298376051653296,0.13627470162394834,,False,False,False,2616.0,2642.0,0.9938837920489296,Anstieg,False,True
Haiti,HTI,2019,AMR,0.9039816483696542,0.11731935113878421,0.7732774674115456,False,False,False,13019.0,11273.0,-13.411168292495585,Rückgang,False,True
Haiti,HTI,2020,AMR,1.0,0.14849531327084362,,True,False,False,11273.0,10407.0,-7.682072207930453,Rückgang,False,True
Haiti,HTI,2021,AMR,0.621676631471823,0.07950642411906882,,False,False,False,10407.0,11138.0,7.024118381858364,Anstieg,False,True
Haiti,HTI,2022,AMR,1.0,0.12153730970801098,,True,False,False,11138.0,11714.0,5.171485006284791,Anstieg,False,True
Haiti,HTI,2023,AMR,0.8,0.136758677234217,,False,False,False,11714.0,11161.0,-4.720846849923169,Rückgang,False,True
Indonesia,IDN,2019,WPR,0.029479386288997596,0.002853969188266587,0.2795838751625488,False,False,False,559847.0,384025.0,-31.40536610895477,Rückgang,False,True
Indonesia,IDN,2020,WPR,0.028802596751664154,0.0011906437863371004,0.5387840670859538,False,False,False,384025.0,432577.0,12.642926892780418,Anstieg,False,True
Indonesia,IDN,2021,WPR,0.9789280197268452,0.0015776609340329539,0.6935161382462154,False,False,False,432577.0,708658.0,63.8223946256967,Anstieg,False,True
Indonesia,IDN,2022,WPR,0.9925245951818792,0.028825505335133766,0.6657264531828991,False,False,False,708658.0,804836.0,13.571849890920584,Anstieg,False,True
Indonesia,IDN,2023,WPR,0.9882473212649608,0.0701148649300298,0.7266024759284732,False,False,False,804836.0,839018.0,4.247076423022826,Anstieg,False,True
India,IND,2019,SEA,0.7924773801752456,0.022153024839242502,0.07116449333430465,False,False,False,2162323.0,1629301.0,-24.650433815854523,Rückgang,False,True
India,IND,2020,SEA,0.8524492351122137,0.04233149767722845,,False,False,False,1629301.0,1965444.0,20.631117270535032,Anstieg,False,True
India,IND,2021,SEA,0.760220854653506,0.10637958683660034,0.7023626103449083,False,False,False,1965444.0,2255641.0,14.764958960926894,Anstieg,False,True
India,IND,2022,SEA,0.9418253347762041,0.2420277617547088,0.8099988797394102,False,False,False,2255641.0,2382714.0,5.633564915693587,Anstieg,False,True
India,IND,2023,SEA,0.9413053038488058,0.2942607241553421,0.7666460635805089,False,False,False,2382714.0,2498584.0,4.862942006468255,Anstieg,False,True
Iran (Islamic Republic of),IRN,2019,EMR,0.9346065833480021,0.11868509065305403,0.8728216536892844,False,False,False,8524.0,5993.0,-29.692632566870014,Rückgang,False,True
Iran (Islamic Republic of),IRN,2020,EMR,0.9419413155333055,0.1272423863162286,0.9158469945355191,False,False,False,5993.0,6199.0,3.4373435674954114,Anstieg,False,True
Iran (Islamic Republic of),IRN,2021,EMR,0.9361020468703649,0.10756452091367547,0.8698290126861555,False,False,False,6199.0,7261.0,17.131795450879174,Anstieg,False,True
Iran (Islamic Republic of),IRN,2022,EMR,0.9149332061068702,0.1064885496183206,0.8378136200716846,False,False,False,7261.0,7425.0,2.25864206032227,Anstieg,False,True
Iran (Islamic Republic of),IRN,2023,EMR,0.9292984369320247,0.11673027989821882,0.8875048657065006,False,False,False,7425.0,7033.0,-5.279461279461279,Rückgang,False,True
Iraq,IRQ,2019,EMR,0.5806228904571955,0.20796256520405032,0.7097012172630026,False,False,False,6616.0,4987.0,-24.622128174123336,Rückgang,False,True
Iraq,IRQ,2020,EMR,0.5593697242543613,,,False,False,False,4987.0,5801.0,16.322438339683178,Anstieg,False,True
Iraq,IRQ,2021,EMR,0.635330752398586,0.1824608651742131,0.8514760147601476,False,False,False,5801.0,6643.0,14.514738838131358,Anstieg,False,True
Iraq,IRQ,2022,EMR,0.6142227361422273,0.5556117655561177,0.9154526534859522,False,False,False,6643.0,6945.0,4.546138792714135,Anstieg,False,True
Iraq,IRQ,2023,EMR,0.6926248638556092,0.6220631709973549,0.830040020010005,False,False,False,6945.0,6454.0,-7.069834413246941,Rückgang,False,True
Jordan,JOR,2019,EMR,1.0,,,True,False,False,446.0,250.0,-43.946188340807176,Rückgang,False,False
Jordan,JOR,2023,EMR,0.8076923076923077,0.14358974358974358,0.8928571428571429,False,False,False,251.0,271.0,7.968127490039841,Anstieg,False,False
Kazakhstan,KAZ,2019,EUR,1.0,0.024126944848278636,,True,False,False,12501.0,9603.0,-23.18214542836573,Rückgang,False,True
Kazakhstan,KAZ,2020,EUR,1.0,0.1252202601882053,1.0,True,False,True,9603.0,9757.0,1.6036655211912942,Anstieg,False,True
Kazakhstan,KAZ,2021,EUR,1.0,0.16619559072922555,1.0,True,False,True,9757.0,10009.0,2.58276109459875,Anstieg,False,True
Kazakhstan,KAZ,2022,EUR,1.0,0.17615849563465413,,True,False,False,10009.0,9506.0,-5.025477070636427,Rückgang,False,True
Kazakhstan,KAZ,2023,EUR,1.0,0.1708451089433859,0.9099964425471363,True,False,False,9506.0,9133.0,-3.9238375762676205,Rückgang,False,True
Kenya,KEN,2019,AFR,1.0,0.9610165593376265,0.7633121933708269,True,False,False,84345.0,71060.0,-15.750785464461439,Rückgang,False,True
Kenya,KEN,2020,AFR,0.10328460224036454,0.8311182836529334,0.7497430039977155,False,False,False,71060.0,76010.0,6.96594427244582,Anstieg,False,True
Kenya,KEN,2021,AFR,0.8467157083868281,0.06450605503313786,0.8168370091447015,False,False,False,76010.0,88690.0,16.682015524273123,Anstieg,False,True
Kenya,KEN,2022,AFR,1.0,0.2903555646444798,0.895578147966683,True,False,False,88690.0,94653.0,6.723418649227647,Anstieg,False,True
Kenya,KEN,2023,AFR,0.99828992022566,0.3821587553439993,0.8925128015869355,False,False,False,94653.0,94833.0,0.19016829894456594,Anstieg,False,True
Kyrgyzstan,KGZ,2019,EUR,1.0,0.048442556634304204,,True,False,False,6138.0,4241.0,-30.905832518735743,Rückgang,False,True
Kyrgyzstan,KGZ,2020,EUR,1.0,0.038328861632809505,,True,False,False,4241.0,4596.0,8.370667295449188,Anstieg,False,True
Kyrgyzstan,KGZ,2021,EUR,1.0,0.03979261179520415,0.6156351791530945,True,False,False,4596.0,4568.0,-0.6092254134029591,Rückgang,False,True
Kyrgyzstan,KGZ,2022,EUR,0.9738939269029954,0.06856279197581754,0.9018036072144289,False,False,False,4568.0,4183.0,-8.428196147110333,Rückgang,False,True
Kyrgyzstan,KGZ,2023,EUR,0.9748410658731232,0.061003652103341,0.9290465631929047,False,False,False,4183.0,3989.0,-4.637819746593354,Rückgang,False,True
Kiribati,KIR,2019,WPR,0.011577424023154847,0.15050651230101303,0.8269230769230769,False,False,False,410.0,385.0,-6.097560975609756,Rückgang,False,False
Kiribati,KIR,2020,WPR,0.01972062448644207,0.13640098603122433,0.7590361445783133,False,False,False,385.0,330.0,-14.285714285714285,Rückgang,False,False
Kiribati,KIR,2023,WPR,0.9131602506714414,0.1396598030438675,0.9038461538461539,False,False,False,565.0,597.0,5.663716814159292,Anstieg,False,False
Republic of Korea,KOR,2019,WPR,0.8082258934261484,0.1331928035688024,0.7007729112992271,False,False,False,27956.0,23110.0,-17.334382601230505,Rückgang,False,True
Republic of Korea,KOR,2020,WPR,0.833202291362462,0.15230821071548917,0.7216076696165191,False,False,False,23110.0,21433.0,-7.256598874945911,Rückgang,False,True
Republic of Korea,KOR,2021,WPR,0.8200498132004981,0.15950601909506018,0.8197787898503578,False,False,False,21433.0,19128.0,-10.754444081556478,Rückgang,False,True
Republic of Korea,KOR,2022,WPR,0.7745813653928725,0.15193522664540268,0.8566814695195801,False,False,False,19128.0,18361.0,-4.00982852363028,Rückgang,False,True
Republic of Korea,KOR,2023,WPR,0.7745313854979654,0.16396504569408313,0.8641171684296176,False,False,False,18361.0,16798.0,-8.51260824573825,Rückgang,False,True
Kuwait,KWT,2019,EMR,1.0,0.9974763406940063,0.9955724225173941,True,False,False,791.0,691.0,-12.64222503160556,Rückgang,False,True
Kuwait,KWT,2020,EMR,1.0,0.9989451476793249,,True,False,False,691.0,736.0,6.512301013024602,Anstieg,False,True
Kuwait,KWT,2021,EMR,1.0,,,True,False,False,736.0,449.0,-38.994565217391305,Rückgang,False,True
Kuwait,KWT,2022,EMR,1.0,0.27435530085959886,,True,False,False,449.0,410.0,-8.68596881959911,Rückgang,False,True
Kuwait,KWT,2023,EMR,1.0,0.2733707590920185,,True,False,False,410.0,398.0,-2.9268292682926833,Rückgang,False,True
Lebanon,LBN,2019,EMR,0.8690404345202173,0.2637296318648159,,False,False,False,757.0,658.0,-13.0779392338177,Rückgang,False,True
Lebanon,LBN,2020,EMR,0.9307036247334755,0.31449893390191896,,False,False,False,658.0,471.0,-28.419452887537993,Rückgang,False,True
Lebanon,LBN,2021,EMR,0.9270718232044199,0.3005524861878453,,False,False,False,471.0,510.0,8.280254777070063,Anstieg,False,True
Lebanon,LBN,2022,EMR,0.8133333333333334,0.19076923076923077,,False,False,False,510.0,505.0,-0.9803921568627451,Rückgang,False,True
Lebanon,LBN,2023,EMR,0.8350903614457831,0.19954819277108435,,False,False,False,505.0,532.0,5.346534653465347,Anstieg,False,True
Liberia,LBR,2020,AFR,0.7898550724637681,0.6884057971014492,,False,False,False,6958.0,7327.0,5.303248059787295,Anstieg,False,False
Liberia,LBR,2021,AFR,0.5558659217877095,0.5139664804469274,0.9782608695652174,False,False,False,7327.0,7073.0,-3.4666302715981985,Rückgang,False,False
Libya,LBY,2020,EMR,0.0,1.0,,True,True,False,1748.0,1944.0,11.212814645308924,Anstieg,False,False
Saint Lucia,LCA,2022,AMR,1.0,0.0,,True,True,False,2.0,2.0,0.0,Unverändert,True,False
Sri Lanka,LKA,2019,SEA,0.7624585796894289,0.04846988499772594,,False,False,False,8204.0,7035.0,-14.249146757679181,Rückgang,False,True
Sri Lanka,LKA,2020,SEA,0.5202248080424285,0.0569935882213251,0.5027777777777778,False,False,False,7035.0,6551.0,-6.879886282871357,Rückgang,False,True
Sri Lanka,LKA,2021,SEA,0.5866351596416992,0.040281365060174754,1.0,False,False,True,6551.0,8121.0,23.965806747061517,Anstieg,False,True
Sri Lanka,LKA,2022,SEA,0.6790484140233722,0.08879382303839733,1.0,False,False,True,8121.0,9271.0,14.160817633296391,Anstieg,False,True
Sri Lanka,LKA,2023,SEA,0.6669695592912313,0.12020510157720517,0.8612311015118791,False,False,False,9271.0,8936.0,-3.613418185740481,Rückgang,False,True
Lesotho,LSO,2019,AFR,0.6822233606557377,0.020543032786885247,0.5461346633416458,False,False,False,7059.0,4565.0,-35.33078339708174,Rückgang,False,True
Lesotho,LSO,2020,AFR,0.72544080604534,0.13543886843634956,0.6838340486409156,False,False,False,4565.0,4490.0,-1.642935377875137,Rückgang,False,True
Lesotho,LSO,2021,AFR,0.8146453089244852,0.22384023299355107,0.7574349442379182,False,False,False,4490.0,5599.0,24.69933184855234,Anstieg,False,True
Lesotho,LSO,2022,AFR,0.8118662025124868,0.29983350991372787,0.8359414437152953,False,False,False,5599.0,6495.0,16.00285765315235,Anstieg,False,True
Lesotho,LSO,2023,AFR,0.9099868593955321,0.5514673674989049,0.8415409054805401,False,False,False,6495.0,6575.0,1.2317167051578137,Anstieg,False,True
"China, Macao SAR",MAC,2019,WPR,0.6757457846952011,0.0648508430609598,,False,False,False,363.0,363.0,0.0,Unverändert,False,True
"China, Macao SAR",MAC,2020,WPR,0.28939393939393937,0.10454545454545454,,False,False,False,363.0,338.0,-6.887052341597796,Rückgang,False,True
"China, Macao SAR",MAC,2021,WPR,0.7457627118644068,0.08851224105461393,,False,False,False,338.0,295.0,-12.721893491124261,Rückgang,False,True
"China, Macao SAR",MAC,2022,WPR,0.6956521739130435,0.09145427286356822,,False,False,False,295.0,315.0,6.779661016949152,Anstieg,False,True
"China, Macao SAR",MAC,2023,WPR,0.725314183123878,0.1310592459605027,,False,False,False,315.0,276.0,-12.380952380952381,Rückgang,False,True
Morocco,MAR,2019,EMR,0.7195292902464218,0.023535487678913974,,False,False,False,30762.0,29018.0,-5.669332293088876,Rückgang,False,False
Morocco,MAR,2020,EMR,0.546314205888674,0.03141342503044631,,False,False,False,29018.0,29327.0,1.0648562960920809,Anstieg,False,False
Morocco,MAR,2021,EMR,0.19145269688092367,0.11528519731173531,0.57847533632287,False,False,False,29327.0,30503.0,4.009956695195553,Anstieg,False,False
Morocco,MAR,2022,EMR,0.6305084745762712,0.05353451839603142,0.7837837837837838,False,False,False,30503.0,32429.0,6.31413303609481,Anstieg,False,False
Republic of Moldova,MDA,2019,EUR,0.9304582519811646,0.08102676007809809,,False,False,False,2809.0,1767.0,-37.09505161979352,Rückgang,False,True
Republic of Moldova,MDA,2020,EUR,0.899857108835437,0.06549178375803763,0.8018181818181818,False,False,False,1767.0,2067.0,16.97792869269949,Anstieg,False,True
Republic of Moldova,MDA,2021,EUR,0.8779456193353474,0.11102719033232629,0.745578231292517,False,False,False,2067.0,2121.0,2.6124818577648767,Anstieg,False,True
Republic of Moldova,MDA,2022,EUR,0.8695441319107663,0.14730843840931135,0.8930041152263375,False,False,False,2121.0,2164.0,2.0273455917020273,Anstieg,False,True
Republic of Moldova,MDA,2023,EUR,0.9569815121214301,0.1197036184447162,0.8996394230769231,False,False,False,2164.0,1931.0,-10.767097966728281,Rückgang,False,True
Madagascar,MDG,2019,AFR,1.0,0.803495835040284,,True,False,False,37220.0,36122.0,-2.950026867275658,Rückgang,False,False
Madagascar,MDG,2020,AFR,0.043706293706293704,,,False,False,False,36122.0,40031.0,10.821659930236422,Anstieg,False,False
Madagascar,MDG,2021,AFR,0.27930651530108586,0.5543558736426456,,False,False,False,40031.0,45245.0,13.024905698083986,Anstieg,False,False
Maldives,MDV,2021,SEA,0.0625,0.0625,1.0,False,False,True,87.0,111.0,27.586206896551722,Anstieg,False,False
Mexico,MEX,2019,AMR,0.8064668508939749,0.05316611162285363,0.28698356286095067,False,False,False,23702.0,17603.0,-25.73200573791241,Rückgang,False,True
Mexico,MEX,2020,AMR,0.8294020432692307,0.046011117788461536,0.30122448979591837,False,False,False,17603.0,21651.0,22.996080213599953,Anstieg,False,True
Mexico,MEX,2021,AMR,0.8859869657545949,0.036368961898020455,0.4053691275167785,False,False,False,21651.0,25449.0,17.54191492309824,Anstieg,False,True
Mexico,MEX,2022,AMR,0.8528404035815019,0.03799193594184792,0.46088689586447434,False,False,False,25449.0,27030.0,6.212424849699398,Anstieg,False,True
Mexico,MEX,2023,AMR,0.8367402356419811,0.03715660687615973,0.758830694275274,False,False,False,27030.0,27627.0,2.20865704772475,Anstieg,False,True
Marshall Islands,MHL,2019,WPR,0.8842504743833017,0.14990512333965844,0.9240506329113924,False,False,False,227.0,147.0,-35.24229074889868,Rückgang,False,True
Marshall Islands,MHL,2020,WPR,0.9659367396593674,0.9659367396593674,0.8564231738035264,False,False,False,147.0,118.0,-19.727891156462583,Rückgang,False,True
Marshall Islands,MHL,2021,WPR,0.9482129832239241,0.08315098468271334,0.9649122807017544,False,False,False,118.0,102.0,-13.559322033898304,Rückgang,False,True
Marshall Islands,MHL,2022,WPR,0.8188976377952756,0.17716535433070865,0.6666666666666666,False,False,False,102.0,215.0,110.78431372549021,Anstieg,False,True
Marshall Islands,MHL,2023,WPR,1.0,0.1166077738515901,0.9090909090909091,True,False,False,215.0,92.0,-57.20930232558139,Rückgang,False,True
North Macedonia,MKD,2019,EUR,0.8201058201058201,0.3386243386243386,,False,False,False,199.0,143.0,-28.14070351758794,Rückgang,False,False
North Macedonia,MKD,2020,EUR,0.8507462686567164,0.3582089552238806,0.625,False,False,False,143.0,143.0,0.0,Unverändert,False,False
North Macedonia,MKD,2023,EUR,1.0,0.5454545454545454,0.8518518518518519,True,False,False,157.0,156.0,-0.6369426751592357,Rückgang,False,False
Mali,MLI,2020,AFR,0.05255023183925812,0.5834621329211747,,False,False,False,6922.0,7285.0,5.244149089858422,Anstieg,False,False
Mali,MLI,2021,AFR,0.06131767775603392,0.6881930854533594,,False,False,False,7285.0,7897.0,8.40082361015786,Anstieg,False,False
Malta,MLT,2022,EUR,1.0,0.13836477987421383,,True,False,False,60.0,68.0,13.333333333333334,Anstieg,False,False
Malta,MLT,2023,EUR,1.0,0.1044776119402985,1.0,True,False,True,68.0,60.0,-11.76470588235294,Rückgang,False,False
Myanmar,MMR,2021,SEA,0.5687666370896185,0.0120452528837622,0.9705340699815838,False,False,False,64410.0,118311.0,83.6842105263158,Anstieg,False,False
Myanmar,MMR,2022,SEA,0.5196959225984796,0.02682067989600816,0.8797546012269939,False,False,False,118311.0,129122.0,9.137780933302905,Anstieg,False,False
Myanmar,MMR,2023,SEA,0.3761285268470597,0.07746542180898199,0.9273872679045093,False,False,False,129122.0,114359.0,-11.43337308901659,Rückgang,False,False
Montenegro,MNE,2020,EUR,0.14545454545454545,,,False,False,False,40.0,80.0,100.0,Anstieg,False,False
Montenegro,MNE,2021,EUR,0.20588235294117646,,,False,False,False,80.0,71.0,-11.25,Rückgang,False,False
Montenegro,MNE,2022,EUR,0.6328125,,,False,False,False,71.0,62.0,-12.676056338028168,Rückgang,False,False
Montenegro,MNE,2023,EUR,0.3130434782608696,,,False,False,False,62.0,58.0,-6.451612903225806,Rückgang,False,False
Mongolia,MNG,2019,WPR,0.8570378537302462,0.059353178978316795,,False,False,False,4277.0,3861.0,-9.72644376899696,Rückgang,False,True
Mongolia,MNG,2020,WPR,0.8597449908925319,0.030965391621129327,,False,False,False,3861.0,2709.0,-29.836829836829835,Rückgang,False,True
Mongolia,MNG,2021,WPR,0.8124826629680999,0.0377253814147018,1.0,False,False,True,2709.0,2803.0,3.4699150978220747,Anstieg,False,True
Mongolia,MNG,2022,WPR,0.8796163069544365,0.09720223820943245,0.9851973684210527,False,False,False,2803.0,2998.0,6.956831965750982,Anstieg,False,True
Mongolia,MNG,2023,WPR,0.8829325975561687,0.12179739850216792,0.970873786407767,False,False,False,2998.0,2832.0,-5.537024683122081,Rückgang,False,True
Northern Mariana Islands,MNP,2019,WPR,0.6123076923076923,0.009230769230769232,0.0,False,False,True,51.0,41.0,-19.607843137254903,Rückgang,False,True
Northern Mariana Islands,MNP,2020,WPR,0.5948275862068966,,,False,False,False,41.0,35.0,-14.634146341463413,Rückgang,False,True
Northern Mariana Islands,MNP,2021,WPR,0.1411764705882353,0.1411764705882353,1.0,False,False,True,35.0,23.0,-34.285714285714285,Rückgang,False,True
Northern Mariana Islands,MNP,2022,WPR,0.7160493827160493,0.2345679012345679,0.3157894736842105,False,False,False,23.0,22.0,-4.3478260869565215,Rückgang,False,True
Northern Mariana Islands,MNP,2023,WPR,0.5555555555555556,0.08888888888888889,0.55,False,False,False,22.0,10.0,-54.54545454545454,Rückgang,False,True
Mauritius,MUS,2022,AFR,1.0,0.32531645569620254,0.7509727626459144,True,False,False,120.0,103.0,-14.166666666666666,Rückgang,False,False
Mauritius,MUS,2023,AFR,1.0,0.3,0.8205128205128205,True,False,False,103.0,104.0,0.9708737864077669,Anstieg,False,False
Malawi,MWI,2019,AFR,0.8887433448829545,0.10753824051381729,0.943418467583497,False,False,False,16902.0,15133.0,-10.466217015737783,Rückgang,False,True
Malawi,MWI,2020,AFR,0.8980565371024735,0.10653710247349824,0.9241293532338308,False,False,False,15133.0,14385.0,-4.942840150664112,Rückgang,False,True
Malawi,MWI,2021,AFR,0.913913425406276,0.09267483285344785,0.9578725645076356,False,False,False,14385.0,18025.0,25.304136253041364,Anstieg,False,True
Malawi,MWI,2022,AFR,0.928336268279611,0.08954138274251588,0.9350149636596836,False,False,False,18025.0,18784.0,4.2108183079056865,Anstieg,False,True
Malawi,MWI,2023,AFR,0.9344776065012208,0.08906380962792901,0.943126022913257,False,False,False,18784.0,18021.0,-4.061967632027257,Rückgang,False,True
Malaysia,MYS,2019,WPR,0.6672575522564443,0.06022108969150848,0.7694194603434178,False,False,False,25565.0,22973.0,-10.138861725014667,Rückgang,False,True
Malaysia,MYS,2020,WPR,0.7464060048344006,0.15270768839319793,0.8422660372118855,False,False,False,22973.0,21186.0,-7.778696730945023,Rückgang,False,True
Malaysia,MYS,2021,WPR,0.7218881050681057,0.15126296284256038,0.594455190199871,False,False,False,21186.0,24795.0,17.03483432455395,Anstieg,False,True
Malaysia,MYS,2022,WPR,0.4542577853600149,0.048600458144446204,0.7985845718329795,False,False,False,24795.0,26149.0,5.4607783827384555,Anstieg,False,True
Malaysia,MYS,2023,WPR,0.7098307021188202,0.08441524719567926,0.7389521172972419,False,False,False,26149.0,26183.0,0.1300240926995296,Anstieg,False,True
Namibia,NAM,2019,AFR,0.8624823695345557,0.08339210155148095,0.8821353065539113,False,False,False,7801.0,6509.0,-16.56197923343161,Rückgang,False,True
Namibia,NAM,2020,AFR,0.825462291515591,0.08552393038433648,0.8881822999470058,False,False,False,6509.0,6703.0,2.9804885543094177,Anstieg,False,True
Namibia,NAM,2021,AFR,0.8508190851311431,0.07125593053441948,0.9038944723618091,False,False,False,6703.0,8620.0,28.599134715798897,Anstieg,False,True
Namibia,NAM,2022,AFR,0.8155122777307366,0.09571549534292972,0.8818117480537863,False,False,False,8620.0,9250.0,7.308584686774942,Anstieg,False,True
Namibia,NAM,2023,AFR,0.8150212598706542,0.17043627398434988,0.740041928721174,False,False,False,9250.0,8457.0,-8.572972972972973,Rückgang,False,True
Niger,NER,2021,AFR,0.904441117764471,0.904441117764471,,False,False,False,12786.0,14223.0,11.238854997653684,Anstieg,False,False
Niger,NER,2022,AFR,0.8789452656811826,0.8789452656811826,,False,False,False,14223.0,15483.0,8.858890529424173,Anstieg,False,False
Niger,NER,2023,AFR,0.8708449916060437,0.8714045886961388,,False,False,False,15483.0,16443.0,6.200348769618291,Anstieg,False,False
Nigeria,NGA,2019,AFR,0.8828178694158075,0.5296023564064801,0.8153503893214683,False,False,False,117320.0,135784.0,15.7381520627344,Anstieg,False,True
Nigeria,NGA,2020,AFR,0.8922820154269475,0.4389011682980739,0.8242548818088387,False,False,False,135784.0,204725.0,50.77255052141637,Anstieg,False,True
Nigeria,NGA,2021,AFR,0.8084413080364029,0.16887436372049977,0.8423245989610093,False,False,False,204725.0,282184.0,37.83563316644279,Anstieg,False,True
Nigeria,NGA,2022,AFR,0.9418394323083344,0.3048941853073496,0.9395463290233099,False,False,False,282184.0,367250.0,30.145578771298158,Anstieg,False,True
Nigeria,NGA,2023,AFR,0.9424941106813973,0.4668009347324927,0.9204968273619372,False,False,False,367250.0,402051.0,9.476106194690265,Anstieg,False,True
Nicaragua,NIC,2019,AMR,0.9356804333107651,0.5362220717670955,1.0,False,False,True,2248.0,1886.0,-16.10320284697509,Rückgang,False,False
Nicaragua,NIC,2022,AMR,1.0,0.8401869158878504,0.899888765294772,True,False,False,2102.0,2122.0,0.9514747859181731,Anstieg,False,False
Nepal,NPL,2019,SEA,0.6215251487290427,0.03703932627675191,0.8548185231539425,False,False,False,31495.0,27282.0,-13.376726464518176,Rückgang,False,True
Nepal,NPL,2020,SEA,0.25500464006363516,0.03306045340050378,,False,False,False,27282.0,28252.0,3.555457811010923,Anstieg,False,True
Nepal,NPL,2021,SEA,0.3218901910540001,0.03971812940422806,,False,False,False,28252.0,37351.0,32.20656944641087,Anstieg,False,True
Nepal,NPL,2022,SEA,0.2805343941156603,0.023702480579427327,0.8587713742875237,False,False,False,37351.0,36881.0,-1.2583331102246258,Rückgang,False,True
Nepal,NPL,2023,SEA,0.2839129080551006,0.036753845690114244,0.967741935483871,False,False,False,36881.0,40195.0,8.98565657113419,Anstieg,False,True
Oman,OMN,2019,EMR,0.952116935483871,0.1658266129032258,0.668693009118541,False,False,False,368.0,313.0,-14.945652173913043,Rückgang,False,True
Oman,OMN,2020,EMR,0.9641401792991035,0.22901385493072535,0.6192170818505338,False,False,False,313.0,231.0,-26.198083067092654,Rückgang,False,True
Oman,OMN,2021,EMR,0.930421909696521,0.17172464840858623,0.6767241379310345,False,False,False,231.0,369.0,59.74025974025974,Anstieg,False,True
Oman,OMN,2022,EMR,0.9444985394352483,0.1382667964946446,0.7429577464788732,False,False,False,369.0,489.0,32.52032520325203,Anstieg,False,True
Oman,OMN,2023,EMR,0.9062389848431441,0.1547409235107508,0.6856492027334852,False,False,False,489.0,418.0,-14.519427402862986,Rückgang,False,True
Pakistan,PAK,2020,EMR,0.29439919482601157,0.016092296796078504,,False,False,False,272990.0,339256.0,24.274149236235758,Anstieg,False,False
