country,iso3,year,g_whoregion,screen_data_available,newinc_con,newinc_con_screen,newinc_con_tb,prevtx_data_available,newinc_con_prevtx,newinc_con04_prevtx,newinc_con_prevtx_cmplt,country_notifications,g_whoregion_notifications,c_newinc,new_labconf,new_clindx,new_ep,country_drug_resistance,g_whoregion_drug_resistance,r_rlt_new,rr_new,dst_rlt_new,mdr_new,r_rlt_ret,rr_ret,dst_rlt_ret,mdr_ret,country_outcomes,g_whoregion_outcomes,newrel_coh,newrel_succ,newrel_fail,newrel_died,newrel_lost,c_new_tsr,rel_with_new_flg,contact_screening_rate,tpt_start_rate,tpt_completion_rate,rr_rate_new,mdr_rate_new,treatment_success_rate,treatment_death_rate,unsuccessful_rate,contact_screening_rate_edge_flag,tpt_start_rate_edge_flag,tpt_completion_rate_edge_flag,c_newinc_next_year,rr_rate_new_next_year,mdr_rate_new_next_year,c_new_tsr_next_year,newrel_coh_next_year,treatment_success_rate_next_year,treatment_death_rate_next_year,unsuccessful_rate_next_year,c_newinc_percent_change_next_year,low_c_newinc_flag,case_change_direction,temporal_analysis_cohort_flag
Ecuador,ECU,2022,AMR,60.0,7397.0,6927.0,348.0,60.0,423.0,423.0,,Ecuador,AMR,6922.0,4907.0,660.0,882.0,Ecuador,AMR,5815.0,490.0,2300.0,229.0,,,,,Ecuador,AMR,6345.0,4511.0,65.0,325.0,1073.0,71.0,0.0,0.9364607273218872,0.05718534541030147,,0.08426483233018056,0.09956521739130435,0.7109535066981876,0.0512214342001576,0.230575256107171,False,False,False,8301.0,0.04226125137211855,0.30073349633251834,72.0,7525.0,0.7160132890365448,0.051029900332225916,0.22591362126245848,19.921987864778963,False,Anstieg,True
Ecuador,ECU,2023,AMR,1.0,18373.0,14189.0,77.0,1.0,323.0,323.0,,Ecuador,AMR,8301.0,5613.0,943.0,1225.0,Ecuador,AMR,5466.0,231.0,409.0,123.0,828.0,96.0,200.0,33.0,Ecuador,AMR,7525.0,5388.0,54.0,384.0,1262.0,72.0,0.0,0.7722745332825341,0.017580144777662874,,0.04226125137211855,0.30073349633251834,0.7160132890365448,0.051029900332225916,0.22591362126245848,False,False,False,9370.0,0.05322746654903691,0.2248062015503876,,,,,,12.87796651005903,False,Anstieg,True
Ecuador,ECU,2024,AMR,1.0,38754.0,16485.0,106.0,1.0,303.0,303.0,,Ecuador,AMR,9370.0,6801.0,848.0,1081.0,Ecuador,AMR,6801.0,362.0,645.0,145.0,660.0,90.0,124.0,39.0,,,,,,,,,,0.4253754451153429,0.007818547762811582,,0.05322746654903691,0.2248062015503876,,,,False,False,False,,,,,,,,,,False,,True
Egypt,EGY,2019,EMR,60.0,9044.0,7690.0,,60.0,455.0,429.0,392.0,Egypt,EMR,8046.0,3678.0,228.0,3673.0,Egypt,EMR,3360.0,47.0,1158.0,7.0,295.0,217.0,295.0,54.0,Egypt,EMR,8046.0,7000.0,68.0,283.0,695.0,87.0,1.0,0.8502874834144184,0.05030959752321981,0.8615384615384616,0.013988095238095239,0.006044905008635579,0.8699975142928164,0.035172756649266716,0.1300024857071837,False,False,False,6982.0,0.007815275310834813,0.0021314387211367673,89.0,6834.0,0.8906935908691835,0.03219198127011999,0.10623353819139596,-13.22396221725081,False,Rückgang,False
Egypt,EGY,2020,EMR,60.0,12420.0,8552.0,,60.0,869.0,419.0,869.0,Egypt,EMR,6982.0,3311.0,98.0,3282.0,Egypt,EMR,2815.0,22.0,2815.0,6.0,326.0,41.0,326.0,5.0,Egypt,EMR,6834.0,6087.0,58.0,220.0,448.0,89.0,1.0,0.6885668276972625,0.06996779388083736,1.0,0.007815275310834813,0.0021314387211367673,0.8906935908691835,0.03219198127011999,0.10623353819139596,False,False,True,,,,,,,,,,False,,False
Egypt,EGY,2022,EMR,60.0,7718.0,7018.0,49.0,60.0,987.0,913.0,789.0,Egypt,EMR,7967.0,3459.0,781.0,3428.0,Egypt,EMR,1079.0,60.0,1079.0,4.0,160.0,70.0,160.0,12.0,Egypt,EMR,7967.0,6916.0,93.0,325.0,633.0,87.0,1.0,0.909302928219746,0.12788287121015807,0.7993920972644377,0.05560704355885079,0.0037071362372567192,0.8680808334379315,0.040793272248023094,0.13191916656206853,False,False,False,9312.0,0.007828282828282828,0.0030303030303030303,88.0,9277.0,0.8756063382559017,0.029104236283281234,0.12439366174409831,16.8821388226434,False,Anstieg,False
Egypt,EGY,2023,EMR,1.0,20668.0,15086.0,70.0,1.0,1087.0,1028.0,,Egypt,EMR,9312.0,4470.0,489.0,4033.0,Egypt,EMR,3960.0,31.0,3960.0,12.0,92.0,39.0,92.0,2.0,Egypt,EMR,9277.0,8123.0,88.0,270.0,796.0,88.0,1.0,0.729920650280627,0.05259338107218889,,0.007828282828282828,0.0030303030303030303,0.8756063382559017,0.029104236283281234,0.12439366174409831,False,False,False,10658.0,0.013065064018813691,0.00339691664489156,,,,,,14.454467353951891,False,Anstieg,False
Egypt,EGY,2024,EMR,1.0,14799.0,12226.0,96.0,1.0,3116.0,613.0,,Egypt,EMR,10658.0,5567.0,330.0,4384.0,Egypt,EMR,3827.0,50.0,3827.0,13.0,277.0,39.0,277.0,13.0,,,,,,,,,,0.826136901141969,0.21055476721400096,,0.013065064018813691,0.00339691664489156,,,,False,False,False,,,,,,,,,,False,,False
Eritrea,ERI,2019,AFR,60.0,1695.0,90.0,,60.0,161.0,161.0,,Eritrea,AFR,1828.0,741.0,349.0,637.0,Eritrea,AFR,686.0,16.0,16.0,6.0,46.0,1.0,1.0,0.0,Eritrea,AFR,1816.0,1691.0,20.0,73.0,14.0,93.0,1.0,0.05309734513274336,0.09498525073746313,,0.023323615160349854,0.375,0.9311674008810573,0.040198237885462555,0.05892070484581498,False,False,False,1594.0,0.030303030303030304,,91.0,1617.0,0.9090909090909091,0.04638218923933209,0.08163265306122448,-12.800875273522976,False,Rückgang,False
Eritrea,ERI,2020,AFR,60.0,2021.0,78.0,,60.0,141.0,141.0,,Eritrea,AFR,1594.0,660.0,244.0,571.0,Eritrea,AFR,660.0,20.0,0.0,0.0,83.0,8.0,0.0,0.0,Eritrea,AFR,1617.0,1470.0,45.0,75.0,12.0,91.0,1.0,0.03859475507174666,0.06976744186046512,,0.030303030303030304,,0.9090909090909091,0.04638218923933209,0.08163265306122448,False,False,False,,,,,,,,,,False,,False
Eritrea,ERI,2022,AFR,60.0,59.0,59.0,10.0,60.0,473.0,13.0,471.0,Eritrea,AFR,1963.0,700.0,566.0,576.0,Eritrea,AFR,700.0,16.0,0.0,0.0,64.0,8.0,0.0,0.0,Eritrea,AFR,1955.0,1842.0,24.0,52.0,14.0,94.0,1.0,1.0,,0.9957716701902748,0.022857142857142857,,0.9421994884910486,0.02659846547314578,0.04603580562659847,True,False,False,2220.0,0.02207792207792208,0.36,93.0,2210.0,0.9343891402714932,0.03619909502262444,0.04841628959276018,13.092205807437596,False,Anstieg,False
Eritrea,ERI,2023,AFR,1.0,5070.0,5070.0,240.0,1.0,5158.0,209.0,5137.0,Eritrea,AFR,2220.0,770.0,699.0,605.0,Eritrea,AFR,770.0,17.0,25.0,9.0,88.0,9.0,21.0,0.0,Eritrea,AFR,2210.0,2065.0,13.0,80.0,14.0,93.0,1.0,1.0,,0.9959286545172548,0.02207792207792208,0.36,0.9343891402714932,0.03619909502262444,0.04841628959276018,True,False,False,1745.0,0.013223140495867768,0.0,,,,,,-21.396396396396398,False,Rückgang,False
Eritrea,ERI,2024,AFR,1.0,1867.0,1867.0,15.0,1.0,1501.0,206.0,,Eritrea,AFR,1745.0,606.0,519.0,525.0,Eritrea,AFR,605.0,8.0,12.0,0.0,61.0,4.0,4.0,0.0,,,,,,,,,,1.0,0.803963577932512,,0.013223140495867768,0.0,,,,True,False,False,,,,,,,,,,False,,False
Ethiopia,ETH,2019,AFR,60.0,181109.0,161236.0,,60.0,,9732.0,,Ethiopia,AFR,111039.0,44851.0,28555.0,33824.0,Ethiopia,AFR,15944.0,275.0,,79.0,3243.0,383.0,,339.0,Ethiopia,AFR,107230.0,96651.0,244.0,2274.0,1920.0,90.0,1.0,0.8902705000855838,,,0.01724786753637732,,0.9013429077683484,0.021206751841835306,0.04138767136062669,False,False,False,108193.0,0.013312603245554368,0.33962264150943394,86.0,104651.0,0.861100228378133,0.019340474529627047,0.03563272209534548,-2.563063428164879,False,Rückgang,True
Ethiopia,ETH,2020,AFR,60.0,159187.0,148172.0,,60.0,8771.0,8771.0,,Ethiopia,AFR,108193.0,43438.0,28318.0,32895.0,Ethiopia,AFR,41164.0,548.0,106.0,36.0,2513.0,36.0,65.0,33.0,Ethiopia,AFR,104651.0,90115.0,209.0,2024.0,1496.0,86.0,0.0,0.9308046511335725,0.055098720372894774,,0.013312603245554368,0.33962264150943394,0.861100228378133,0.019340474529627047,0.03563272209534548,False,False,False,104606.0,0.022598870056497175,0.36666666666666664,87.0,101547.0,0.8713206692467528,0.019193083005898746,0.03529400179227353,-3.3153716044476074,False,Rückgang,True
Ethiopia,ETH,2021,AFR,60.0,189928.0,169444.0,,60.0,21452.0,21452.0,,Ethiopia,AFR,104606.0,43661.0,25676.0,32210.0,Ethiopia,AFR,21240.0,480.0,30.0,11.0,2698.0,34.0,63.0,24.0,Ethiopia,AFR,101547.0,88480.0,383.0,1949.0,1252.0,87.0,0.0,0.892148603681395,0.11294806452971652,,0.022598870056497175,0.36666666666666664,0.8713206692467528,0.019193083005898746,0.03529400179227353,False,False,False,113638.0,0.01797123514858215,,86.0,113638.0,0.8608476037945053,0.016226966331684824,0.034829898449462326,8.634303959619908,False,Anstieg,True
Ethiopia,ETH,2022,AFR,60.0,278942.0,262165.0,,60.0,49647.0,49647.0,35475.0,Ethiopia,AFR,113638.0,49893.0,27018.0,33308.0,Ethiopia,AFR,36781.0,661.0,716.0,,,,177.0,17.0,Ethiopia,AFR,113638.0,97825.0,410.0,1844.0,1704.0,86.0,1.0,0.9398548802259968,0.1779832366585168,0.7145446854794851,0.01797123514858215,,0.8608476037945053,0.016226966331684824,0.034829898449462326,False,False,False,134873.0,0.011416447767225703,,96.0,134000.0,0.9610671641791044,0.015253731343283582,0.030611940298507462,18.686530913954837,False,Anstieg,True
Ethiopia,ETH,2023,AFR,1.0,194777.0,194777.0,7443.0,1.0,54343.0,14389.0,45432.0,Ethiopia,AFR,134873.0,60568.0,33261.0,36807.0,Ethiopia,AFR,49490.0,565.0,0.0,0.0,1739.0,208.0,0.0,,Ethiopia,AFR,134000.0,128783.0,353.0,2044.0,1705.0,96.0,1.0,1.0,0.27900111409457995,0.8360230388458495,0.011416447767225703,,0.9610671641791044,0.015253731343283582,0.030611940298507462,True,False,False,149902.0,0.009311177505832276,,,,,,,11.14307533753976,False,Anstieg,True
Ethiopia,ETH,2024,AFR,1.0,265789.0,265789.0,8996.0,1.0,71311.0,18531.0,,Ethiopia,AFR,149902.0,71737.0,33958.0,39414.0,Ethiopia,AFR,48866.0,455.0,,,2223.0,375.0,,,,,,,,,,,,1.0,0.2682992900383387,,0.009311177505832276,,,,,True,False,False,,,,,,,,,,False,,True
Fiji,FJI,2019,WPR,60.0,810.0,646.0,,60.0,225.0,84.0,68.0,Fiji,WPR,472.0,131.0,145.0,173.0,Fiji,WPR,131.0,1.0,,,4.0,1.0,,,Fiji,WPR,527.0,159.0,2.0,37.0,13.0,30.0,1.0,0.7975308641975308,0.2777777777777778,0.3022222222222222,0.007633587786259542,,0.301707779886148,0.07020872865275142,0.09867172675521822,False,False,False,431.0,0.0,,54.0,443.0,0.5417607223476298,0.14221218961625282,0.3115124153498871,-8.686440677966102,False,Rückgang,False
Fiji,FJI,2020,WPR,60.0,451.0,451.0,,60.0,451.0,22.0,270.0,Fiji,WPR,431.0,120.0,132.0,165.0,Fiji,WPR,120.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,Fiji,WPR,443.0,240.0,2.0,63.0,73.0,54.0,1.0,1.0,1.0,0.5986696230598669,0.0,,0.5417607223476298,0.14221218961625282,0.3115124153498871,True,True,False,342.0,0.031496062992125984,,56.0,290.0,0.5551724137931034,0.16206896551724137,0.39655172413793105,-20.649651972157773,False,Rückgang,False
Fiji,FJI,2021,WPR,60.0,238.0,238.0,,60.0,238.0,25.0,40.0,Fiji,WPR,342.0,132.0,126.0,72.0,Fiji,WPR,127.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,Fiji,WPR,290.0,161.0,0.0,47.0,68.0,56.0,1.0,1.0,1.0,0.16806722689075632,0.031496062992125984,,0.5551724137931034,0.16206896551724137,0.39655172413793105,True,True,False,571.0,,,50.0,577.0,0.5008665511265165,0.08492201039861352,0.15944540727902945,66.95906432748538,False,Anstieg,False
Fiji,FJI,2022,WPR,60.0,301.0,301.0,44.0,60.0,300.0,8.0,194.0,Fiji,WPR,571.0,142.0,256.0,139.0,Fiji,WPR,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,Fiji,WPR,577.0,289.0,2.0,49.0,41.0,50.0,1.0,1.0,0.9966777408637874,0.6466666666666666,,,0.5008665511265165,0.08492201039861352,0.15944540727902945,True,False,False,391.0,0.013793103448275862,0.0,60.0,391.0,0.6035805626598465,0.16879795396419436,0.21994884910485935,-31.523642732049034,False,Rückgang,False
Fiji,FJI,2023,WPR,1.0,708.0,344.0,17.0,1.0,130.0,37.0,,Fiji,WPR,391.0,145.0,148.0,76.0,Fiji,WPR,145.0,2.0,145.0,0.0,21.0,0.0,21.0,0.0,Fiji,WPR,391.0,236.0,1.0,66.0,19.0,60.0,1.0,0.4858757062146893,0.18361581920903955,,0.013793103448275862,0.0,0.6035805626598465,0.16879795396419436,0.21994884910485935,False,False,False,,,,,,,,,,False,,False
France,FRA,2021,EUR,60.0,7264.0,6024.0,,0.0,,,,France,EUR,4042.0,1856.0,907.0,1279.0,France,EUR,17.0,17.0,17.0,17.0,6.0,6.0,6.0,6.0,France,EUR,3942.0,1449.0,0.0,113.0,124.0,37.0,1.0,0.829295154185022,,,,,0.3675799086757991,0.028665651953323185,0.06012176560121765,False,False,False,3831.0,,0.9615384615384616,37.0,3965.0,0.3654476670870114,0.027994955863808322,0.06103404791929382,-5.220188025729837,False,Rückgang,False
France,FRA,2022,EUR,60.0,5092.0,3996.0,108.0,60.0,630.0,75.0,,France,EUR,3831.0,1888.0,889.0,1054.0,France,EUR,26.0,26.0,26.0,25.0,12.0,12.0,12.0,12.0,France,EUR,3965.0,1449.0,0.0,111.0,131.0,37.0,1.0,0.7847604084838963,0.1237234878240377,,,0.9615384615384616,0.3654476670870114,0.027994955863808322,0.06103404791929382,False,False,False,,,,,,,,,,False,,False
Micronesia (Federated States of),FSM,2019,WPR,60.0,394.0,342.0,,60.0,52.0,0.0,,Micronesia (Federated States of),WPR,91.0,27.0,52.0,12.0,Micronesia (Federated States of),WPR,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,Micronesia (Federated States of),WPR,91.0,74.0,0.0,9.0,5.0,81.0,1.0,0.868020304568528,0.1319796954314721,,0.0,0.0,0.8131868131868132,0.0989010989010989,0.15384615384615385,False,False,False,92.0,0.0,,78.0,92.0,0.782608695652174,0.05434782608695652,0.06521739130434782,1.098901098901099,False,Anstieg,True
Micronesia (Federated States of),FSM,2020,WPR,60.0,425.0,156.0,,60.0,52.0,0.0,17.0,Micronesia (Federated States of),WPR,92.0,29.0,54.0,9.0,Micronesia (Federated States of),WPR,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Micronesia (Federated States of),WPR,92.0,72.0,0.0,5.0,1.0,78.0,1.0,0.36705882352941177,0.1223529411764706,0.3269230769230769,0.0,,0.782608695652174,0.05434782608695652,0.06521739130434782,False,False,False,72.0,0.0,,92.0,72.0,0.9166666666666666,0.041666666666666664,0.06944444444444445,-21.73913043478261,False,Rückgang,True
Micronesia (Federated States of),FSM,2021,WPR,60.0,77.0,44.0,,60.0,23.0,2.0,2.0,Micronesia (Federated States of),WPR,72.0,27.0,36.0,8.0,Micronesia (Federated States of),WPR,27.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Micronesia (Federated States of),WPR,72.0,66.0,0.0,3.0,2.0,92.0,1.0,0.5714285714285714,0.2987012987012987,0.08695652173913043,0.0,,0.9166666666666666,0.041666666666666664,0.06944444444444445,False,False,False,48.0,0.0,,,,,,,-33.33333333333333,False,Rückgang,True
Micronesia (Federated States of),FSM,2022,WPR,60.0,688.0,42.0,12.0,60.0,30.0,5.0,,Micronesia (Federated States of),WPR,48.0,24.0,17.0,7.0,Micronesia (Federated States of),WPR,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Micronesia (Federated States of),WPR,,,,,,,,0.061046511627906974,0.0436046511627907,,0.0,,,,,False,False,False,211.0,,,88.0,211.0,0.8767772511848341,0.009478672985781991,0.09004739336492891,339.58333333333337,False,Anstieg,True
Micronesia (Federated States of),FSM,2023,WPR,1.0,302.0,33.0,,1.0,16.0,5.0,16.0,Micronesia (Federated States of),WPR,211.0,26.0,181.0,4.0,Micronesia (Federated States of),WPR,,,,,,,,,Micronesia (Federated States of),WPR,211.0,185.0,0.0,2.0,17.0,88.0,1.0,0.10927152317880795,0.052980132450331126,1.0,,,0.8767772511848341,0.009478672985781991,0.09004739336492891,False,False,True,141.0,0.038461538461538464,,,,,,,-33.175355450236964,False,Rückgang,True
Micronesia (Federated States of),FSM,2024,WPR,1.0,918.0,808.0,32.0,1.0,151.0,0.0,,Micronesia (Federated States of),WPR,141.0,27.0,99.0,14.0,Micronesia (Federated States of),WPR,26.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,0.8801742919389978,0.1644880174291939,,0.038461538461538464,,,,,False,False,False,,,,,,,,,,False,,True
United Kingdom of Great Britain and Northern Ireland,GBR,2023,EUR,1.0,10844.0,8297.0,,1.0,1157.0,409.0,952.0,United Kingdom of Great Britain and Northern Ireland,EUR,5275.0,2391.0,439.0,2301.0,United Kingdom of Great Britain and Northern Ireland,EUR,2045.0,42.0,2034.0,38.0,51.0,8.0,51.0,6.0,United Kingdom of Great Britain and Northern Ireland,EUR,5159.0,4432.0,88.0,272.0,154.0,86.0,1.0,0.765123570638141,0.1066949465142014,0.8228176318063959,0.020537897310513448,0.018682399213372666,0.8590812172901725,0.0527233960069781,0.09963171157201008,False,False,False,5941.0,0.023472099202834367,0.020026702269692925,,,,,,12.625592417061613,False,Anstieg,False
United Kingdom of Great Britain and Northern Ireland,GBR,2024,EUR,1.0,8735.0,5434.0,135.0,1.0,715.0,,,United Kingdom of Great Britain and Northern Ireland,EUR,5941.0,2638.0,492.0,2657.0,United Kingdom of Great Britain and Northern Ireland,EUR,2258.0,53.0,2247.0,45.0,73.0,4.0,69.0,4.0,,,,,,,,,,0.6220950200343446,0.08185460789925587,,0.023472099202834367,0.020026702269692925,,,,False,False,False,,,,,,,,,,False,,False
Ghana,GHA,2019,AFR,60.0,34094.0,3185.0,,60.0,18.0,18.0,18.0,Ghana,AFR,14691.0,8897.0,4147.0,1153.0,Ghana,AFR,8877.0,229.0,229.0,91.0,624.0,37.0,37.0,37.0,Ghana,AFR,14604.0,12207.0,116.0,1267.0,659.0,84.0,1.0,0.09341819675016132,0.0005279521323400012,1.0,0.02579700349217078,0.39737991266375544,0.8358668857847165,0.08675705286222953,0.13982470556012053,False,False,True,12674.0,0.02245508982035928,0.00062375249500998,86.0,12624.0,0.8603453738910013,0.08452154626108999,0.1326045627376426,-13.729494248179158,False,Rückgang,True
Ghana,GHA,2020,AFR,60.0,16470.0,15004.0,,60.0,176.0,74.0,,Ghana,AFR,12674.0,8030.0,3214.0,911.0,Ghana,AFR,8016.0,180.0,8016.0,5.0,619.0,30.0,619.0,9.0,Ghana,AFR,12624.0,10861.0,103.0,1067.0,504.0,86.0,1.0,0.910989678202793,0.01068609593199757,,0.02245508982035928,0.00062375249500998,0.8603453738910013,0.08452154626108999,0.1326045627376426,False,False,False,13401.0,0.02203469292076887,0.11702127659574468,87.0,13110.0,0.8685736079328756,0.0696414950419527,0.11632341723874905,5.736152753668929,False,Anstieg,True
Ghana,GHA,2021,AFR,60.0,28024.0,27456.0,,60.0,5795.0,1047.0,,Ghana,AFR,13401.0,8893.0,3098.0,888.0,Ghana,AFR,8532.0,188.0,188.0,22.0,618.0,30.0,30.0,12.0,Ghana,AFR,13110.0,11387.0,84.0,913.0,528.0,87.0,1.0,0.9797316585783614,0.20678703968027404,,0.02203469292076887,0.11702127659574468,0.8685736079328756,0.0696414950419527,0.11632341723874905,False,False,False,16510.0,0.015801948907031866,0.002458080941093846,87.0,16420.0,0.8723507917174178,0.06254567600487211,0.10889159561510353,23.19976121184986,False,Anstieg,True
Ghana,GHA,2022,AFR,60.0,39406.0,36248.0,478.0,60.0,17274.0,953.0,,Ghana,AFR,16510.0,11407.0,3692.0,820.0,Ghana,AFR,11391.0,180.0,11391.0,28.0,730.0,33.0,66.0,4.0,Ghana,AFR,16420.0,14324.0,79.0,1027.0,682.0,87.0,1.0,0.9198599198091661,0.4383596406638583,,0.015801948907031866,0.002458080941093846,0.8723507917174178,0.06254567600487211,0.10889159561510353,False,False,False,19031.0,0.015296367112810707,0.003135755258126195,90.0,19005.0,0.8966061562746646,0.05219679031833728,0.08692449355432781,15.269533615990309,False,Anstieg,True
Ghana,GHA,2023,AFR,1.0,74075.0,72556.0,518.0,1.0,30268.0,1285.0,13042.0,Ghana,AFR,19031.0,13086.0,4259.0,832.0,Ghana,AFR,13075.0,200.0,13075.0,41.0,881.0,25.0,881.0,3.0,Ghana,AFR,19005.0,17040.0,75.0,992.0,585.0,90.0,1.0,0.9794937563280459,0.4086128923388458,0.43088410202193733,0.015296367112810707,0.003135755258126195,0.8966061562746646,0.05219679031833728,0.08692449355432781,False,False,False,20009.0,0.01279269843644797,0.002172610128858256,,,,,,5.138983763333509,False,Anstieg,True
Ghana,GHA,2024,AFR,1.0,54737.0,52933.0,483.0,1.0,36355.0,1827.0,,Ghana,AFR,20009.0,13375.0,5002.0,893.0,Ghana,AFR,13367.0,171.0,13348.0,29.0,796.0,17.0,796.0,5.0,,,,,,,,,,0.9670424027622997,0.6641759687231672,,0.01279269843644797,0.002172610128858256,,,,False,False,False,,,,,,,,,,False,,True
Guinea,GIN,2019,AFR,60.0,9229.0,7990.0,,60.0,7985.0,7112.0,,Guinea,AFR,16390.0,8660.0,3386.0,3929.0,Guinea,AFR,2279.0,95.0,100.0,27.0,415.0,208.0,213.0,88.0,Guinea,AFR,16657.0,14792.0,292.0,718.0,469.0,89.0,1.0,0.8657492686098169,0.8652074981038033,,0.04168494953927161,0.27,0.8880350603349942,0.0431050009005223,0.08879149906946028,False,False,False,,,,,,,,,,False,,False
Guinea,GIN,2021,AFR,60.0,10658.0,10658.0,,60.0,10658.0,8578.0,,Guinea,AFR,18754.0,10222.0,3394.0,4671.0,Guinea,AFR,4242.0,227.0,143.0,122.0,338.0,165.0,171.0,147.0,Guinea,AFR,18754.0,16738.0,312.0,694.0,526.0,89.0,1.0,1.0,1.0,,0.05351249410655351,0.8531468531468531,0.892502932707689,0.037005438839714196,0.08168923962887917,True,True,False,19954.0,0.03602371181030552,0.8297872340425532,90.0,19954.0,0.903026962012629,0.04199659216197254,0.08549664227723765,6.398634957875653,False,Anstieg,False
Guinea,GIN,2022,AFR,60.0,20728.0,20728.0,,60.0,20728.0,,,Guinea,AFR,19954.0,11030.0,3054.0,5280.0,Guinea,AFR,6579.0,237.0,94.0,78.0,414.0,97.0,108.0,83.0,Guinea,AFR,19954.0,18019.0,282.0,838.0,586.0,90.0,1.0,1.0,1.0,,0.03602371181030552,0.8297872340425532,0.903026962012629,0.04199659216197254,0.08549664227723765,True,True,False,20055.0,0.0468615649183147,0.5135135135135135,90.0,19660.0,0.9002543234994913,0.04074262461851475,0.09160732451678535,0.5061641776084995,False,Anstieg,False
Guinea,GIN,2023,AFR,1.0,28420.0,28420.0,5.0,1.0,28415.0,10831.0,,Guinea,AFR,20055.0,10627.0,3175.0,5657.0,Guinea,AFR,4652.0,218.0,259.0,133.0,418.0,77.0,33.0,29.0,Guinea,AFR,19660.0,17699.0,264.0,801.0,736.0,90.0,1.0,1.0,0.9998240675580577,,0.0468615649183147,0.5135135135135135,0.9002543234994913,0.04074262461851475,0.09160732451678535,True,False,False,18317.0,0.03497394325419803,0.42857142857142855,,,,,,-8.666168037895787,False,Rückgang,False
Guinea,GIN,2024,AFR,1.0,19297.0,19297.0,,1.0,19297.0,6004.0,,Guinea,AFR,18317.0,10195.0,2861.0,4757.0,Guinea,AFR,8635.0,302.0,63.0,27.0,191.0,81.0,66.0,63.0,,,,,,,,,,1.0,1.0,,0.03497394325419803,0.42857142857142855,,,,True,True,False,,,,,,,,,,False,,False
Gambia,GMB,2020,AFR,60.0,598.0,87.0,,60.0,254.0,251.0,184.0,Gambia,AFR,2405.0,1436.0,710.0,171.0,Gambia,AFR,117.0,2.0,0.0,0.0,47.0,7.0,0.0,0.0,Gambia,AFR,2405.0,2085.0,13.0,183.0,119.0,87.0,1.0,0.1454849498327759,0.42474916387959866,0.7244094488188977,0.017094017094017096,,0.8669438669438669,0.0760914760914761,0.13097713097713098,False,False,False,2254.0,0.002553191489361702,0.013824884792626729,84.0,2254.0,0.8402839396628217,0.062111801242236024,0.15527950310559005,-6.278586278586279,False,Rückgang,False
Gambia,GMB,2021,AFR,60.0,1513.0,197.0,,60.0,336.0,336.0,285.0,Gambia,AFR,2254.0,1532.0,490.0,140.0,Gambia,AFR,1175.0,3.0,217.0,3.0,117.0,9.0,0.0,0.0,Gambia,AFR,2254.0,1894.0,18.0,140.0,192.0,84.0,1.0,0.1302048909451421,0.22207534699272968,0.8482142857142857,0.002553191489361702,0.013824884792626729,0.8402839396628217,0.062111801242236024,0.15527950310559005,False,False,False,2535.0,0.004459308807134894,,87.0,2535.0,0.8706114398422091,0.04378698224852071,0.11952662721893491,12.466725820763088,False,Anstieg,False
Gambia,GMB,2022,AFR,60.0,4115.0,257.0,13.0,60.0,765.0,682.0,765.0,Gambia,AFR,2535.0,1862.0,449.0,122.0,Gambia,AFR,897.0,4.0,,,143.0,9.0,,,Gambia,AFR,2535.0,2207.0,37.0,111.0,155.0,87.0,1.0,0.06245443499392467,0.1859052247873633,1.0,0.004459308807134894,,0.8706114398422091,0.04378698224852071,0.11952662721893491,False,False,True,2766.0,0.007238883143743537,,87.0,2739.0,0.8740416210295728,0.044906900328587074,0.12595837897042717,9.112426035502958,False,Anstieg,False
Gambia,GMB,2023,AFR,1.0,6913.0,6913.0,8.0,1.0,923.0,800.0,875.0,Gambia,AFR,2766.0,2109.0,392.0,165.0,Gambia,AFR,1934.0,14.0,,,140.0,9.0,,,Gambia,AFR,2739.0,2394.0,31.0,123.0,191.0,87.0,1.0,1.0,0.13351656299725156,0.9479956663055255,0.007238883143743537,,0.8740416210295728,0.044906900328587074,0.12595837897042717,True,False,False,2783.0,0.010672358591248666,0.2,,,,,,0.6146059291395517,False,Anstieg,False
Gambia,GMB,2024,AFR,1.0,9734.0,9734.0,23.0,1.0,1223.0,1079.0,,Gambia,AFR,2783.0,2045.0,379.0,195.0,Gambia,AFR,1874.0,20.0,20.0,4.0,241.0,12.0,12.0,1.0,,,,,,,,,,1.0,0.12564207930963633,,0.010672358591248666,0.2,,,,True,False,False,,,,,,,,,,False,,False
