country,iso3,year,g_whoregion,screen_data_available,newinc_con,newinc_con_screen,newinc_con_tb,prevtx_data_available,newinc_con_prevtx,newinc_con04_prevtx,newinc_con_prevtx_cmplt,country_notifications,g_whoregion_notifications,c_newinc,new_labconf,new_clindx,new_ep,country_drug_resistance,g_whoregion_drug_resistance,r_rlt_new,rr_new,dst_rlt_new,mdr_new,r_rlt_ret,rr_ret,dst_rlt_ret,mdr_ret,country_outcomes,g_whoregion_outcomes,newrel_coh,newrel_succ,newrel_fail,newrel_died,newrel_lost,c_new_tsr,rel_with_new_flg,contact_screening_rate,tpt_start_rate,tpt_completion_rate,rr_rate_new,mdr_rate_new,treatment_success_rate,treatment_death_rate,unsuccessful_rate,contact_screening_rate_edge_flag,tpt_start_rate_edge_flag,tpt_completion_rate_edge_flag,c_newinc_next_year,rr_rate_new_next_year,mdr_rate_new_next_year,c_new_tsr_next_year,newrel_coh_next_year,treatment_success_rate_next_year,treatment_death_rate_next_year,unsuccessful_rate_next_year,c_newinc_percent_change_next_year,low_c_newinc_flag,case_change_direction,temporal_analysis_cohort_flag
Democratic People's Republic of Korea,PRK,2022,SEA,60.0,82955.0,6800.0,68.0,60.0,6732.0,6732.0,5421.0,Democratic People's Republic of Korea,SEA,81776.0,25301.0,35079.0,17070.0,Democratic People's Republic of Korea,SEA,0.0,0.0,,,308.0,168.0,,,Democratic People's Republic of Korea,SEA,81776.0,71435.0,4235.0,2542.0,2684.0,87.0,1.0,0.08197215357724068,0.08115243204146827,0.8052584670231729,,,0.8735448053218549,0.03108491488945412,0.11569409117589513,False,False,False,78359.0,,,88.0,78359.0,0.8760959175078804,0.030156076519608468,0.11268648145075869,-4.178487575816866,False,Rückgang,True
Democratic People's Republic of Korea,PRK,2023,SEA,1.0,66802.0,5476.0,55.0,1.0,5421.0,5421.0,5421.0,Democratic People's Republic of Korea,SEA,78359.0,19645.0,38212.0,16289.0,Democratic People's Republic of Korea,SEA,0.0,0.0,,,421.0,257.0,,,Democratic People's Republic of Korea,SEA,78359.0,68650.0,4044.0,2363.0,2423.0,88.0,1.0,0.08197359360498188,0.08115026496212688,1.0,,,0.8760959175078804,0.030156076519608468,0.11268648145075869,False,False,True,71277.0,,,,,,,,-9.037889712732424,False,Rückgang,True
Democratic People's Republic of Korea,PRK,2024,SEA,1.0,59987.0,59987.0,605.0,1.0,4828.0,4828.0,,Democratic People's Republic of Korea,SEA,71277.0,17298.0,35943.0,13910.0,Democratic People's Republic of Korea,SEA,0.0,0.0,,,412.0,282.0,,,,,,,,,,,,1.0,0.0804841048893927,,,,,,,True,False,False,,,,,,,,,,False,,True
Portugal,PRT,2019,EUR,60.0,4314.0,3109.0,,60.0,2028.0,72.0,1654.0,Portugal,EUR,1720.0,1020.0,193.0,431.0,Portugal,EUR,465.0,5.0,465.0,3.0,39.0,4.0,39.0,2.0,Portugal,EUR,1859.0,1327.0,2.0,107.0,68.0,71.0,1.0,0.720676866017617,0.47009735744089015,0.8155818540433925,0.010752688172043012,0.0064516129032258064,0.71382463690156,0.05755782678859602,0.09521247982786445,False,False,False,1402.0,0.009111617312072893,0.00683371298405467,73.0,1461.0,0.7337440109514032,0.06365503080082136,0.10472279260780287,-18.488372093023255,False,Rückgang,True
Portugal,PRT,2020,EUR,60.0,2118.0,1495.0,,60.0,1368.0,57.0,1185.0,Portugal,EUR,1402.0,833.0,108.0,410.0,Portugal,EUR,439.0,4.0,439.0,3.0,28.0,3.0,28.0,3.0,Portugal,EUR,1461.0,1072.0,1.0,93.0,59.0,73.0,1.0,0.7058545797922569,0.6458923512747875,0.8662280701754386,0.009111617312072893,0.00683371298405467,0.7337440109514032,0.06365503080082136,0.10472279260780287,False,False,False,1463.0,0.01037344398340249,0.008298755186721992,68.0,1480.0,0.6777027027027027,0.05337837837837838,0.10202702702702703,4.3509272467903,False,Anstieg,True
Portugal,PRT,2021,EUR,60.0,2673.0,1931.0,,60.0,1143.0,63.0,905.0,Portugal,EUR,1463.0,884.0,133.0,395.0,Portugal,EUR,482.0,5.0,482.0,4.0,34.0,3.0,34.0,3.0,Portugal,EUR,1480.0,1003.0,2.0,79.0,70.0,68.0,1.0,0.7224092779648336,0.4276094276094276,0.7917760279965005,0.01037344398340249,0.008298755186721992,0.6777027027027027,0.05337837837837838,0.10202702702702703,False,False,False,1476.0,0.01646090534979424,0.01440329218106996,64.0,1523.0,0.6434668417596848,0.05909389363099146,0.13000656598818122,0.888585099111415,False,Anstieg,True
Portugal,PRT,2022,EUR,60.0,1744.0,1397.0,68.0,60.0,1176.0,54.0,910.0,Portugal,EUR,1476.0,879.0,141.0,398.0,Portugal,EUR,486.0,8.0,486.0,7.0,23.0,2.0,23.0,2.0,Portugal,EUR,1523.0,980.0,2.0,90.0,106.0,64.0,1.0,0.8010321100917431,0.6743119266055045,0.7738095238095238,0.01646090534979424,0.01440329218106996,0.6434668417596848,0.05909389363099146,0.13000656598818122,False,False,False,1501.0,0.023752969121140142,0.023752969121140142,61.0,1524.0,0.610236220472441,0.047900262467191604,0.10695538057742782,1.6937669376693765,False,Anstieg,True
Portugal,PRT,2023,EUR,1.0,3044.0,1938.0,51.0,1.0,1589.0,69.0,1215.0,Portugal,EUR,1501.0,867.0,161.0,430.0,Portugal,EUR,421.0,10.0,421.0,10.0,31.0,2.0,31.0,2.0,Portugal,EUR,1524.0,930.0,1.0,73.0,89.0,61.0,1.0,0.6366622864651774,0.5220105124835742,0.7646318439269981,0.023752969121140142,0.023752969121140142,0.610236220472441,0.047900262467191604,0.10695538057742782,False,False,False,1356.0,0.05128205128205128,0.04487179487179487,,,,,,-9.66022651565623,False,Rückgang,True
Portugal,PRT,2024,EUR,1.0,2782.0,1518.0,59.0,1.0,1558.0,50.0,,Portugal,EUR,1356.0,794.0,133.0,384.0,Portugal,EUR,312.0,16.0,312.0,14.0,30.0,3.0,30.0,3.0,,,,,,,,,,0.5456506110711719,0.5600287562904386,,0.05128205128205128,0.04487179487179487,,,,False,False,False,,,,,,,,,,False,,True
Paraguay,PRY,2019,AMR,60.0,4079.0,2333.0,,60.0,222.0,206.0,187.0,Paraguay,AMR,2834.0,1753.0,570.0,315.0,Paraguay,AMR,819.0,2.0,574.0,0.0,241.0,5.0,138.0,2.0,Paraguay,AMR,2812.0,1887.0,17.0,266.0,528.0,67.0,1.0,0.5719539102721255,0.05442510419220397,0.8423423423423423,0.002442002442002442,0.0,0.6710526315789473,0.0945945945945946,0.2884068278805121,False,False,False,2363.0,0.00390625,0.0,68.0,2335.0,0.6835117773019272,0.11991434689507495,0.30149892933618844,-16.619618913196895,False,Rückgang,True
Paraguay,PRY,2020,AMR,60.0,2811.0,2726.0,,60.0,171.0,89.0,,Paraguay,AMR,2363.0,1360.0,579.0,245.0,Paraguay,AMR,768.0,3.0,768.0,0.0,210.0,7.0,210.0,2.0,Paraguay,AMR,2335.0,1596.0,19.0,280.0,405.0,68.0,1.0,0.9697616506581288,0.060832443970117396,,0.00390625,0.0,0.6835117773019272,0.11991434689507495,0.30149892933618844,False,False,False,2734.0,0.005491153142159854,0.0006101281269066504,67.0,2698.0,0.6671608598962194,0.11378799110452187,0.2857672349888806,15.70038087177317,False,Anstieg,True
Paraguay,PRY,2021,AMR,60.0,3182.0,3175.0,,60.0,417.0,75.0,,Paraguay,AMR,2734.0,1768.0,503.0,245.0,Paraguay,AMR,1639.0,9.0,1639.0,1.0,373.0,10.0,373.0,1.0,Paraguay,AMR,2698.0,1800.0,11.0,307.0,453.0,67.0,1.0,0.9978001257071024,0.13104965430546825,,0.005491153142159854,0.0006101281269066504,0.6671608598962194,0.11378799110452187,0.2857672349888806,False,False,False,3250.0,0.0023054755043227667,0.0,73.0,3049.0,0.725811741554608,0.09248934076746475,0.2505739586749754,18.873445501097294,False,Anstieg,True
Paraguay,PRY,2022,AMR,60.0,3480.0,3251.0,194.0,60.0,494.0,61.0,,Paraguay,AMR,3250.0,2051.0,584.0,273.0,Paraguay,AMR,1735.0,4.0,741.0,0.0,472.0,2.0,225.0,2.0,Paraguay,AMR,3049.0,2213.0,18.0,282.0,464.0,73.0,1.0,0.9341954022988506,0.14195402298850573,,0.0023054755043227667,0.0,0.725811741554608,0.09248934076746475,0.2505739586749754,False,False,False,3719.0,0.005216484089723527,0.0005216484089723526,70.0,3457.0,0.6982933179056986,0.08533410471507087,0.2606306045704368,14.430769230769231,False,Anstieg,True
Paraguay,PRY,2023,AMR,1.0,4654.0,4654.0,170.0,1.0,795.0,101.0,75.0,Paraguay,AMR,3719.0,2242.0,689.0,312.0,Paraguay,AMR,1917.0,10.0,1917.0,1.0,625.0,13.0,624.0,2.0,Paraguay,AMR,3457.0,2414.0,29.0,295.0,577.0,70.0,1.0,1.0,0.17082079931241942,0.09433962264150944,0.005216484089723527,0.0005216484089723526,0.6982933179056986,0.08533410471507087,0.2606306045704368,True,False,False,4054.0,0.0021333333333333334,0.0005333333333333334,,,,,,9.00779779510621,False,Anstieg,True
Paraguay,PRY,2024,AMR,1.0,5195.0,4087.0,341.0,1.0,1252.0,74.0,,Paraguay,AMR,4054.0,2555.0,660.0,322.0,Paraguay,AMR,1875.0,4.0,1875.0,1.0,602.0,11.0,602.0,2.0,,,,,,,,,,0.7867179980750721,0.2410009624639076,,0.0021333333333333334,0.0005333333333333334,,,,False,False,False,,,,,,,,,,False,,True
"occupied Palestinian territory, including east Jerusalem",PSE,2019,EMR,60.0,170.0,170.0,,60.0,170.0,4.0,16.0,"occupied Palestinian territory, including east Jerusalem",EMR,21.0,10.0,0.0,8.0,"occupied Palestinian territory, including east Jerusalem",EMR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"occupied Palestinian territory, including east Jerusalem",EMR,21.0,18.0,1.0,2.0,0.0,86.0,1.0,1.0,1.0,0.09411764705882353,,,0.8571428571428571,0.09523809523809523,0.14285714285714285,True,True,False,26.0,0.0,0.0,92.0,26.0,0.9230769230769231,0.0,0.07692307692307693,23.809523809523807,False,Anstieg,True
"occupied Palestinian territory, including east Jerusalem",PSE,2020,EMR,60.0,60.0,60.0,,60.0,5.0,2.0,4.0,"occupied Palestinian territory, including east Jerusalem",EMR,26.0,13.0,2.0,11.0,"occupied Palestinian territory, including east Jerusalem",EMR,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,"occupied Palestinian territory, including east Jerusalem",EMR,26.0,24.0,2.0,0.0,0.0,92.0,1.0,1.0,0.08333333333333333,0.8,0.0,0.0,0.9230769230769231,0.0,0.07692307692307693,True,False,False,25.0,,,92.0,25.0,0.92,0.08,0.08,-3.8461538461538463,False,Rückgang,True
"occupied Palestinian territory, including east Jerusalem",PSE,2021,EMR,60.0,4.0,4.0,,60.0,4.0,4.0,4.0,"occupied Palestinian territory, including east Jerusalem",EMR,25.0,15.0,1.0,9.0,"occupied Palestinian territory, including east Jerusalem",EMR,0.0,0.0,0.0,0.0,,,0.0,0.0,"occupied Palestinian territory, including east Jerusalem",EMR,25.0,23.0,0.0,2.0,0.0,92.0,0.0,1.0,1.0,1.0,,,0.92,0.08,0.08,True,True,True,21.0,,,86.0,21.0,0.8571428571428571,0.047619047619047616,0.09523809523809523,-16.0,False,Rückgang,True
"occupied Palestinian territory, including east Jerusalem",PSE,2022,EMR,60.0,77.0,77.0,0.0,60.0,18.0,1.0,,"occupied Palestinian territory, including east Jerusalem",EMR,21.0,15.0,0.0,6.0,"occupied Palestinian territory, including east Jerusalem",EMR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"occupied Palestinian territory, including east Jerusalem",EMR,21.0,18.0,1.0,1.0,0.0,86.0,0.0,1.0,0.23376623376623376,,,,0.8571428571428571,0.047619047619047616,0.09523809523809523,True,False,False,15.0,,,100.0,15.0,1.0,0.0,0.0,-28.57142857142857,False,Rückgang,True
"occupied Palestinian territory, including east Jerusalem",PSE,2023,EMR,1.0,23.0,23.0,0.0,1.0,,,18.0,"occupied Palestinian territory, including east Jerusalem",EMR,15.0,12.0,0.0,3.0,"occupied Palestinian territory, including east Jerusalem",EMR,,,,,,,,,"occupied Palestinian territory, including east Jerusalem",EMR,15.0,15.0,0.0,0.0,0.0,100.0,1.0,1.0,,,,,1.0,0.0,0.0,True,False,False,11.0,,,,,,,,-26.666666666666668,False,Rückgang,True
"occupied Palestinian territory, including east Jerusalem",PSE,2024,EMR,1.0,15.0,15.0,0.0,1.0,5.0,3.0,,"occupied Palestinian territory, including east Jerusalem",EMR,11.0,6.0,0.0,5.0,"occupied Palestinian territory, including east Jerusalem",EMR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,0.3333333333333333,,,,,,,True,False,False,,,,,,,,,,False,,True
French Polynesia,PYF,2021,WPR,60.0,691.0,664.0,,60.0,36.0,13.0,,French Polynesia,WPR,34.0,32.0,0.0,2.0,French Polynesia,WPR,32.0,5.0,,,3.0,1.0,,,French Polynesia,WPR,,,,,,,,0.9609261939218524,0.05209840810419682,,0.15625,,,,,False,False,False,55.0,0.05555555555555555,,78.0,54.0,0.7777777777777778,0.12962962962962962,0.2037037037037037,61.76470588235294,False,Anstieg,False
French Polynesia,PYF,2022,WPR,60.0,629.0,579.0,6.0,60.0,49.0,5.0,47.0,French Polynesia,WPR,55.0,37.0,0.0,12.0,French Polynesia,WPR,36.0,2.0,,,3.0,0.0,,,French Polynesia,WPR,54.0,42.0,1.0,7.0,3.0,78.0,1.0,0.9205087440381559,0.07790143084260731,0.9591836734693877,0.05555555555555555,,0.7777777777777778,0.12962962962962962,0.2037037037037037,False,False,False,35.0,0.13636363636363635,,,,,,,-36.36363636363637,False,Rückgang,False
French Polynesia,PYF,2023,WPR,1.0,420.0,413.0,48.0,1.0,20.0,0.0,,French Polynesia,WPR,35.0,22.0,0.0,9.0,French Polynesia,WPR,22.0,3.0,,,3.0,0.0,,,French Polynesia,WPR,,,,,,,,0.9833333333333333,0.047619047619047616,,0.13636363636363635,,,,,False,False,False,,,,,,,,,,False,,False
Qatar,QAT,2019,EMR,60.0,6202.0,6202.0,,60.0,907.0,0.0,,Qatar,EMR,859.0,435.0,12.0,408.0,Qatar,EMR,223.0,7.0,223.0,7.0,0.0,0.0,0.0,0.0,Qatar,EMR,850.0,621.0,1.0,2.0,18.0,73.0,1.0,1.0,0.14624314737181554,,0.03139013452914798,0.03139013452914798,0.7305882352941176,0.002352941176470588,0.024705882352941175,True,False,False,861.0,0.02406417112299465,0.0213903743315508,77.0,852.0,0.7746478873239436,0.005868544600938967,0.051643192488262914,0.23282887077997672,False,Anstieg,False
Qatar,QAT,2020,EMR,60.0,1820.0,1820.0,,60.0,275.0,27.0,,Qatar,EMR,861.0,375.0,24.0,456.0,Qatar,EMR,374.0,9.0,374.0,8.0,3.0,1.0,3.0,1.0,Qatar,EMR,852.0,660.0,4.0,5.0,35.0,77.0,1.0,1.0,0.1510989010989011,,0.02406417112299465,0.0213903743315508,0.7746478873239436,0.005868544600938967,0.051643192488262914,True,False,False,983.0,0.012165450121654502,0.012165450121654502,75.0,983.0,0.7466937945066124,0.021363173957273652,0.12309257375381485,14.169570267131244,False,Anstieg,False
Qatar,QAT,2021,EMR,60.0,1667.0,1667.0,,60.0,224.0,22.0,,Qatar,EMR,983.0,411.0,30.0,542.0,Qatar,EMR,411.0,5.0,411.0,5.0,0.0,0.0,,,Qatar,EMR,983.0,734.0,5.0,21.0,95.0,75.0,0.0,1.0,0.13437312537492502,,0.012165450121654502,0.012165450121654502,0.7466937945066124,0.021363173957273652,0.12309257375381485,True,False,False,872.0,0.032520325203252036,0.02981029810298103,77.0,860.0,0.7709302325581395,0.010465116279069767,0.11627906976744186,-11.291963377416073,False,Rückgang,False
Qatar,QAT,2022,EMR,60.0,2237.0,2237.0,300.0,60.0,243.0,3.0,,Qatar,EMR,872.0,369.0,35.0,468.0,Qatar,EMR,369.0,12.0,369.0,11.0,0.0,0.0,,,Qatar,EMR,860.0,663.0,0.0,9.0,91.0,77.0,1.0,1.0,0.1086276262852034,,0.032520325203252036,0.02981029810298103,0.7709302325581395,0.010465116279069767,0.11627906976744186,True,False,False,,,,,,,,,,False,,False
Romania,ROU,2019,EUR,60.0,8295.0,8295.0,,60.0,8046.0,3589.0,8046.0,Romania,EUR,11083.0,6601.0,1265.0,1476.0,Romania,EUR,5890.0,156.0,5764.0,113.0,1702.0,218.0,1678.0,189.0,Romania,EUR,10812.0,9051.0,168.0,1016.0,497.0,84.0,1.0,1.0,0.9699819168173599,1.0,0.026485568760611207,0.01960444136016655,0.8371254162042175,0.09396966333703292,0.15547539770625232,True,False,True,7193.0,0.023552230534774177,0.01809073197884776,82.0,7017.0,0.8161607524583155,0.11229870314949408,0.17429100755308535,-35.09879996390869,False,Rückgang,False
Romania,ROU,2020,EUR,60.0,5425.0,5425.0,,60.0,5262.0,2368.0,5157.0,Romania,EUR,7193.0,4300.0,738.0,981.0,Romania,EUR,3609.0,85.0,3593.0,65.0,1195.0,159.0,1189.0,138.0,Romania,EUR,7017.0,5727.0,126.0,788.0,309.0,82.0,1.0,1.0,0.9699539170506912,0.9800456100342075,0.023552230534774177,0.01809073197884776,0.8161607524583155,0.11229870314949408,0.17429100755308535,True,False,False,7591.0,0.026339899221255153,0.019702066314271984,81.0,7396.0,0.8121957815035155,0.1233098972417523,0.1796917252568956,5.533157236201863,False,Anstieg,False
Romania,ROU,2021,EUR,60.0,7591.0,7591.0,,60.0,4273.0,850.0,4230.0,Romania,EUR,7591.0,4893.0,564.0,945.0,Romania,EUR,4366.0,115.0,4162.0,82.0,1245.0,142.0,1158.0,108.0,Romania,EUR,7396.0,6007.0,160.0,912.0,257.0,81.0,1.0,1.0,0.5629034382821763,0.9899368125438802,0.026339899221255153,0.019702066314271984,0.8121957815035155,0.1233098972417523,0.1796917252568956,True,False,False,,,,,,,,,,False,,False
Rwanda,RWA,2019,AFR,60.0,14064.0,13682.0,,60.0,1303.0,1303.0,,Rwanda,AFR,5766.0,3767.0,683.0,908.0,Rwanda,AFR,3480.0,75.0,,20.0,366.0,26.0,,5.0,Rwanda,AFR,5633.0,4928.0,67.0,428.0,130.0,87.0,1.0,0.9728384527872582,0.09264789533560865,,0.021551724137931036,,0.8748446653648145,0.07598082726788567,0.11095331084679567,False,False,False,5511.0,0.009767092411720512,,89.0,5562.0,0.8888888888888888,0.07389428263214672,0.1021215390147429,-4.422476586888657,False,Rückgang,True
Rwanda,RWA,2020,AFR,60.0,16883.0,16238.0,,60.0,1352.0,1352.0,989.0,Rwanda,AFR,5511.0,3667.0,574.0,883.0,Rwanda,AFR,2662.0,26.0,,,273.0,14.0,,,Rwanda,AFR,5562.0,4944.0,32.0,411.0,125.0,89.0,1.0,0.9617958893561571,0.08008055440383818,0.731508875739645,0.009767092411720512,,0.8888888888888888,0.07389428263214672,0.1021215390147429,False,False,False,5216.0,0.007766990291262136,,87.0,5190.0,0.8707129094412331,0.08998073217726398,0.11888246628131022,-5.352930502631102,False,Rückgang,True
Rwanda,RWA,2021,AFR,60.0,19996.0,18048.0,,60.0,1125.0,1006.0,949.0,Rwanda,AFR,5216.0,3399.0,528.0,908.0,Rwanda,AFR,3090.0,24.0,,,299.0,10.0,,,Rwanda,AFR,5190.0,4519.0,43.0,467.0,107.0,87.0,1.0,0.9025805161032207,0.05626125225045009,0.8435555555555555,0.007766990291262136,,0.8707129094412331,0.08998073217726398,0.11888246628131022,False,False,False,6986.0,0.01112797167425392,,89.0,6932.0,0.8899307559145989,0.0654933641084824,0.10213502596653203,33.9340490797546,False,Anstieg,True
Rwanda,RWA,2022,AFR,60.0,10883.0,10685.0,372.0,60.0,2356.0,1166.0,2280.0,Rwanda,AFR,6986.0,4587.0,663.0,1229.0,Rwanda,AFR,3954.0,44.0,,,466.0,17.0,,,Rwanda,AFR,6932.0,6169.0,52.0,454.0,202.0,89.0,1.0,0.9818064871818433,0.21648442525039052,0.967741935483871,0.01112797167425392,,0.8899307559145989,0.0654933641084824,0.10213502596653203,False,False,False,9312.0,0.012088297126839523,,90.0,9233.0,0.9027401711253114,0.05317881511967941,0.08989494205566988,33.29516175207558,False,Anstieg,True
Rwanda,RWA,2023,AFR,1.0,14098.0,13203.0,245.0,1.0,3374.0,1332.0,3324.0,Rwanda,AFR,9312.0,5954.0,1209.0,1480.0,Rwanda,AFR,5708.0,69.0,,,662.0,23.0,,,Rwanda,AFR,9233.0,8335.0,53.0,491.0,286.0,90.0,1.0,0.9365158178465031,0.23932472691161866,0.9851807943094251,0.012088297126839523,,0.9027401711253114,0.05317881511967941,0.08989494205566988,False,False,False,8464.0,0.01024247491638796,,,,,,,-9.106529209621993,False,Rückgang,True
Rwanda,RWA,2024,AFR,1.0,12665.0,11073.0,244.0,1.0,2622.0,1209.0,,Rwanda,AFR,8464.0,5054.0,1562.0,1106.0,Rwanda,AFR,4784.0,49.0,,,688.0,19.0,,,,,,,,,,,,0.8742992499013028,0.20702724042637188,,0.01024247491638796,,,,,False,False,False,,,,,,,,,,False,,True
Saudi Arabia,SAU,2019,EMR,60.0,8244.0,8206.0,,60.0,1153.0,83.0,1153.0,Saudi Arabia,EMR,2936.0,1962.0,169.0,719.0,Saudi Arabia,EMR,806.0,13.0,701.0,7.0,69.0,6.0,58.0,1.0,Saudi Arabia,EMR,2936.0,2644.0,12.0,181.0,0.0,90.0,1.0,0.9953905870936438,0.13985929160601648,1.0,0.016129032258064516,0.009985734664764621,0.9005449591280654,0.06164850136239782,0.06573569482288828,False,False,True,2448.0,0.03220338983050847,0.015180265654648957,90.0,2448.0,0.8954248366013072,0.08088235294117647,0.08537581699346405,-16.62125340599455,False,Rückgang,True
Saudi Arabia,SAU,2020,EMR,60.0,8093.0,7996.0,,60.0,1561.0,60.0,1561.0,Saudi Arabia,EMR,2448.0,1649.0,114.0,596.0,Saudi Arabia,EMR,590.0,19.0,527.0,8.0,54.0,5.0,45.0,4.0,Saudi Arabia,EMR,2448.0,2192.0,6.0,198.0,5.0,90.0,1.0,0.9880143333745212,0.19288273816878784,1.0,0.03220338983050847,0.015180265654648957,0.8954248366013072,0.08088235294117647,0.08537581699346405,False,False,True,2577.0,0.011844331641285956,0.009615384615384616,90.0,2577.0,0.8952270081490105,0.08110205665502522,0.09119130772215754,5.269607843137255,False,Anstieg,True
Saudi Arabia,SAU,2021,EMR,60.0,9200.0,9086.0,,60.0,1136.0,51.0,1136.0,Saudi Arabia,EMR,2577.0,1801.0,78.0,639.0,Saudi Arabia,EMR,591.0,7.0,520.0,5.0,30.0,7.0,28.0,2.0,Saudi Arabia,EMR,2577.0,2307.0,7.0,209.0,19.0,90.0,1.0,0.9876086956521739,0.12347826086956522,1.0,0.011844331641285956,0.009615384615384616,0.8952270081490105,0.08110205665502522,0.09119130772215754,False,False,True,2587.0,0.015161086544535692,0.010540184453227932,90.0,2587.0,0.9025898724391187,0.07962891379976807,0.09625048318515655,0.38804811796662786,False,Anstieg,True
Saudi Arabia,SAU,2022,EMR,60.0,10878.0,10309.0,309.0,60.0,1809.0,127.0,1809.0,Saudi Arabia,EMR,2587.0,1889.0,66.0,554.0,Saudi Arabia,EMR,1583.0,24.0,1518.0,16.0,49.0,3.0,49.0,0.0,Saudi Arabia,EMR,2587.0,2335.0,6.0,206.0,37.0,90.0,1.0,0.9476925905497334,0.16629895201323772,1.0,0.015161086544535692,0.010540184453227932,0.9025898724391187,0.07962891379976807,0.09625048318515655,False,False,True,2538.0,0.00824014125956445,0.0011771630370806356,92.0,2526.0,0.9152810768012668,0.07165479018210609,0.08353127474267617,-1.8940858136838035,False,Rückgang,True
Saudi Arabia,SAU,2023,EMR,1.0,12466.0,11694.0,53.0,1.0,1458.0,49.0,1446.0,Saudi Arabia,EMR,2538.0,1864.0,55.0,563.0,Saudi Arabia,EMR,1699.0,14.0,1699.0,2.0,42.0,18.0,42.0,8.0,Saudi Arabia,EMR,2526.0,2312.0,3.0,181.0,27.0,92.0,1.0,0.9380715546285897,0.11695812610300016,0.9917695473251029,0.00824014125956445,0.0011771630370806356,0.9152810768012668,0.07165479018210609,0.08353127474267617,False,False,False,2597.0,0.011554015020219527,0.006932409012131715,,,,,,2.3246650906225375,False,Anstieg,True
Saudi Arabia,SAU,2024,EMR,1.0,32273.0,31770.0,31.0,1.0,4680.0,90.0,,Saudi Arabia,EMR,2597.0,1811.0,32.0,644.0,Saudi Arabia,EMR,1731.0,20.0,1731.0,12.0,117.0,6.0,117.0,5.0,,,,,,,,,,0.9844142162178912,0.14501285904626157,,0.011554015020219527,0.006932409012131715,,,,False,False,False,,,,,,,,,,False,,True
Sudan,SDN,2024,EMR,1.0,3089.0,587.0,17.0,1.0,202.0,202.0,,Sudan,EMR,14404.0,6152.0,3876.0,4053.0,Sudan,EMR,3045.0,68.0,,,354.0,33.0,,,,,,,,,,,,0.1900291356426028,0.06539333117513758,,0.02233169129720854,,,,,False,False,False,,,,,,,,,,False,,False
Singapore,SGP,2019,WPR,60.0,2245.0,2158.0,,60.0,419.0,74.0,360.0,Singapore,WPR,2090.0,1063.0,597.0,318.0,Singapore,WPR,1032.0,14.0,1005.0,10.0,52.0,1.0,49.0,0.0,Singapore,WPR,2072.0,1638.0,0.0,152.0,10.0,79.0,1.0,0.9612472160356348,0.1866369710467706,0.8591885441527446,0.013565891472868217,0.009950248756218905,0.7905405405405406,0.07335907335907337,0.07818532818532818,False,False,False,2357.0,0.01125703564727955,0.008442776735459663,79.0,2335.0,0.793576017130621,0.07580299785867238,0.07837259100642398,12.775119617224881,False,Anstieg,True
Singapore,SGP,2020,WPR,60.0,2777.0,2720.0,,60.0,439.0,35.0,385.0,Singapore,WPR,2357.0,1086.0,719.0,420.0,Singapore,WPR,1066.0,12.0,1066.0,9.0,55.0,1.0,55.0,1.0,Singapore,WPR,2335.0,1853.0,5.0,177.0,1.0,79.0,1.0,0.9794742527907814,0.15808426359380626,0.876993166287016,0.01125703564727955,0.008442776735459663,0.793576017130621,0.07580299785867238,0.07837259100642398,False,False,False,2461.0,0.016175071360608945,0.015223596574690771,78.0,2370.0,0.7835443037974683,0.0679324894514768,0.07130801687763713,4.4123886296139165,False,Anstieg,True
Singapore,SGP,2021,WPR,60.0,2867.0,2815.0,,60.0,412.0,35.0,344.0,Singapore,WPR,2461.0,1065.0,842.0,407.0,Singapore,WPR,1051.0,17.0,1051.0,16.0,67.0,2.0,67.0,2.0,Singapore,WPR,2370.0,1857.0,8.0,161.0,0.0,78.0,1.0,0.9818625741192885,0.14370422043948378,0.8349514563106796,0.016175071360608945,0.015223596574690771,0.7835443037974683,0.0679324894514768,0.07130801687763713,False,False,False,2674.0,0.022151898734177215,0.0200845665961945,73.0,2596.0,0.734206471494607,0.0635593220338983,0.0662557781201849,8.655018285249898,False,Anstieg,True
Singapore,SGP,2022,WPR,60.0,2859.0,2687.0,23.0,60.0,354.0,57.0,294.0,Singapore,WPR,2674.0,1047.0,1181.0,283.0,Singapore,WPR,948.0,21.0,946.0,19.0,42.0,2.0,42.0,2.0,Singapore,WPR,2596.0,1906.0,7.0,165.0,0.0,73.0,1.0,0.9398391045820217,0.12381951731374606,0.8305084745762712,0.022151898734177215,0.0200845665961945,0.734206471494607,0.0635593220338983,0.0662557781201849,False,False,False,2113.0,0.015555555555555555,0.012222222222222223,74.0,2044.0,0.7446183953033269,0.074853228962818,0.07827788649706457,-20.979805534779356,False,Rückgang,True
