country,iso3,year,g_whoregion,contact_screening_rate,tpt_start_rate,tpt_completion_rate,contact_screening_rate_edge_flag,tpt_start_rate_edge_flag,tpt_completion_rate_edge_flag,c_new_tsr_next_year,newrel_coh_next_year,treatment_success_rate_next_year,treatment_death_rate_next_year,unsuccessful_rate_next_year
Iraq,IRQ,2020,EMR,0.5593697242543613,,,False,False,False,93.0,5804.0,0.9319434872501723,0.0308407994486561,0.0616815988973122
Iraq,IRQ,2021,EMR,0.635330752398586,0.1824608651742131,0.8514760147601476,False,False,False,94.0,6643.0,0.9394851723618847,0.02528977871443625,0.05298810778262833
Iraq,IRQ,2022,EMR,0.6142227361422273,0.5556117655561177,0.9154526534859522,False,False,False,94.0,6848.0,0.9434871495327103,0.023802570093457945,0.04483060747663552
Jordan,JOR,2019,EMR,1.0,,,True,False,False,86.0,223.0,0.8565022421524664,0.026905829596412557,0.11659192825112108
Kazakhstan,KAZ,2019,EUR,1.0,0.024126944848278636,,True,False,False,88.0,5742.0,0.8782654127481714,0.08028561476837338,0.11947056774642982
Kazakhstan,KAZ,2020,EUR,1.0,0.1252202601882053,1.0,True,False,True,89.0,5621.0,0.8872086817292296,0.07738836505959794,0.11154598825831702
Kazakhstan,KAZ,2021,EUR,1.0,0.16619559072922555,1.0,True,False,True,90.0,5922.0,0.8991894630192503,0.07497467071935157,0.09760216143194866
Kazakhstan,KAZ,2022,EUR,1.0,0.17615849563465413,,True,False,False,90.0,5795.0,0.9042277825711821,0.06678170836928386,0.09439171699741156
Kenya,KEN,2019,AFR,1.0,0.9610165593376265,0.7633121933708269,True,False,False,85.0,70382.0,0.848711318234776,0.07196442272171862,0.1294365036515018
Kenya,KEN,2020,AFR,0.10328460224036454,0.8311182836529334,0.7497430039977155,False,False,False,87.0,75086.0,0.8727858721998775,0.06336733878486003,0.11763844125402871
Kenya,KEN,2021,AFR,0.8467157083868281,0.06450605503313786,0.8168370091447015,False,False,False,89.0,87689.0,0.8864395762296298,0.05835395545621458,0.10930675455302262
Kenya,KEN,2022,AFR,1.0,0.2903555646444798,0.895578147966683,True,False,False,89.0,94024.0,0.8942716753169404,0.052603590572619756,0.09733685016591509
Kyrgyzstan,KGZ,2019,EUR,1.0,0.048442556634304204,,True,False,False,82.0,3472.0,0.817684331797235,0.07805299539170507,0.1777073732718894
Kyrgyzstan,KGZ,2020,EUR,1.0,0.038328861632809505,,True,False,False,81.0,3845.0,0.811703511053316,0.06657997399219766,0.18283485045513653
Kyrgyzstan,KGZ,2021,EUR,1.0,0.03979261179520415,0.6156351791530945,True,False,False,83.0,3845.0,0.8280884265279583,0.06319895968790637,0.1659297789336801
Kyrgyzstan,KGZ,2022,EUR,0.9738939269029954,0.06856279197581754,0.9018036072144289,False,False,False,86.0,3493.0,0.8628685943315202,0.04752361866590323,0.13627254509018036
Kiribati,KIR,2019,WPR,0.011577424023154847,0.15050651230101303,0.8269230769230769,False,False,False,83.0,385.0,0.8285714285714286,0.08831168831168831,0.12207792207792208
Kiribati,KIR,2020,WPR,0.01972062448644207,0.13640098603122433,0.7590361445783133,False,False,False,86.0,330.0,0.8606060606060606,0.08484848484848485,0.10909090909090909
Republic of Korea,KOR,2019,WPR,0.8082258934261484,0.1331928035688024,0.7007729112992271,False,False,False,81.0,22344.0,0.8122986036519871,0.14697457930540636,0.16742749731471537
Republic of Korea,KOR,2020,WPR,0.833202291362462,0.15230821071548917,0.7216076696165191,False,False,False,80.0,20545.0,0.8013141883669993,0.1557069846678024,0.1798491117060112
Republic of Korea,KOR,2021,WPR,0.8200498132004981,0.15950601909506018,0.8197787898503578,False,False,False,79.0,18370.0,0.7916167664670659,0.16624931954273273,0.18856831790963527
Republic of Korea,KOR,2022,WPR,0.7745813653928725,0.15193522664540268,0.8566814695195801,False,False,False,79.0,17646.0,0.794911027995013,0.16695001700102005,0.18797461181004194
Kuwait,KWT,2019,EMR,1.0,0.9974763406940063,0.9955724225173941,True,False,False,82.0,691.0,0.8234442836468886,0.010130246020260492,0.056439942112879886
Kuwait,KWT,2020,EMR,1.0,0.9989451476793249,,True,False,False,100.0,736.0,0.9959239130434783,0.004076086956521739,0.004076086956521739
Kuwait,KWT,2021,EMR,1.0,,,True,False,False,100.0,449.0,1.0,0.0,0.0
Kuwait,KWT,2022,EMR,1.0,0.27435530085959886,,True,False,False,99.0,410.0,0.9878048780487805,0.012195121951219513,0.012195121951219513
Lebanon,LBN,2019,EMR,0.8690404345202173,0.2637296318648159,,False,False,False,81.0,655.0,0.8106870229007633,0.03206106870229008,0.04580152671755725
Lebanon,LBN,2020,EMR,0.9307036247334755,0.31449893390191896,,False,False,False,88.0,467.0,0.8822269807280514,0.032119914346895075,0.05139186295503212
Lebanon,LBN,2021,EMR,0.9270718232044199,0.3005524861878453,,False,False,False,85.0,505.0,0.8495049504950495,0.041584158415841586,0.08514851485148515
Lebanon,LBN,2022,EMR,0.8133333333333334,0.19076923076923077,,False,False,False,85.0,503.0,0.8489065606361829,0.03578528827037773,0.08946322067594434
Liberia,LBR,2020,AFR,0.7898550724637681,0.6884057971014492,,False,False,False,78.0,91.0,0.7802197802197802,0.07692307692307693,0.21978021978021978
Liberia,LBR,2021,AFR,0.5558659217877095,0.5139664804469274,0.9782608695652174,False,False,False,78.0,7043.0,0.7829050120687208,0.03492829760045435,0.1814567655828482
Libya,LBY,2020,EMR,0.0,1.0,,True,True,False,62.0,1944.0,0.6157407407407407,0.01646090534979424,0.3477366255144033
Saint Lucia,LCA,2022,AMR,1.0,0.0,,True,True,False,50.0,2.0,0.5,0.5,0.5
Sri Lanka,LKA,2019,SEA,0.7624585796894289,0.04846988499772594,,False,False,False,83.0,7036.0,0.8264638999431495,0.07760090960773167,0.12151790790221717
Sri Lanka,LKA,2020,SEA,0.5202248080424285,0.0569935882213251,0.5027777777777778,False,False,False,80.0,6551.0,0.7991146389864143,0.08807815600671653,0.1379941993588765
Sri Lanka,LKA,2021,SEA,0.5866351596416992,0.040281365060174754,1.0,False,False,True,79.0,8109.0,0.7861635220125787,0.09014675052410902,0.14551732642742632
Sri Lanka,LKA,2022,SEA,0.6790484140233722,0.08879382303839733,1.0,False,False,True,80.0,9271.0,0.8021788372343868,0.08186819113364253,0.13385826771653545
Lesotho,LSO,2019,AFR,0.6822233606557377,0.020543032786885247,0.5461346633416458,False,False,False,76.0,4478.0,0.757034390352836,0.15252344796784278,0.20701205895489058
Lesotho,LSO,2020,AFR,0.72544080604534,0.13543886843634956,0.6838340486409156,False,False,False,77.0,4508.0,0.7697426796805679,0.1574977817213842,0.2069653948535936
Lesotho,LSO,2021,AFR,0.8146453089244852,0.22384023299355107,0.7574349442379182,False,False,False,80.0,5523.0,0.8030056128915445,0.1347093970668115,0.18631178707224336
Lesotho,LSO,2022,AFR,0.8118662025124868,0.29983350991372787,0.8359414437152953,False,False,False,82.0,6458.0,0.8182099721275937,0.12372251471043667,0.1707959120470734
"China, Macao SAR",MAC,2019,WPR,0.6757457846952011,0.0648508430609598,,False,False,False,84.0,359.0,0.8356545961002786,0.09749303621169916,0.10863509749303621
"China, Macao SAR",MAC,2020,WPR,0.28939393939393937,0.10454545454545454,,False,False,False,82.0,333.0,0.8168168168168168,0.10810810810810811,0.12312312312312312
"China, Macao SAR",MAC,2021,WPR,0.7457627118644068,0.08851224105461393,,False,False,False,81.0,288.0,0.8125,0.09722222222222222,0.10416666666666667
"China, Macao SAR",MAC,2022,WPR,0.6956521739130435,0.09145427286356822,,False,False,False,88.0,284.0,0.8838028169014085,0.056338028169014086,0.07042253521126761
Morocco,MAR,2019,EMR,0.7195292902464218,0.023535487678913974,,False,False,False,88.0,29018.0,0.8837273416500103,0.0240884967950927,0.10359087462954028
Morocco,MAR,2020,EMR,0.546314205888674,0.03141342503044631,,False,False,False,87.0,29327.0,0.8741432809356565,0.023323217512872096,0.09673679544447096
Morocco,MAR,2021,EMR,0.19145269688092367,0.11528519731173531,0.57847533632287,False,False,False,87.0,30503.0,0.8724715601744091,0.02321083172147002,0.09867881847687113
Morocco,MAR,2022,EMR,0.6305084745762712,0.05353451839603142,0.7837837837837838,False,False,False,87.0,32429.0,0.8657066206173487,0.02272657189552561,0.11156680748712572
Republic of Moldova,MDA,2019,EUR,0.9304582519811646,0.08102676007809809,,False,False,False,79.0,1408.0,0.7933238636363636,0.13210227272727273,0.19318181818181818
Republic of Moldova,MDA,2020,EUR,0.899857108835437,0.06549178375803763,0.8018181818181818,False,False,False,80.0,1638.0,0.8046398046398047,0.12454212454212454,0.19291819291819293
Republic of Moldova,MDA,2021,EUR,0.8779456193353474,0.11102719033232629,0.745578231292517,False,False,False,85.0,1673.0,0.8463837417812313,0.09264793783622235,0.14763897190675435
Republic of Moldova,MDA,2022,EUR,0.8695441319107663,0.14730843840931135,0.8930041152263375,False,False,False,85.0,1676.0,0.8532219570405728,0.08711217183770883,0.14618138424821003
Madagascar,MDG,2019,AFR,1.0,0.803495835040284,,True,False,False,83.0,33576.0,0.8288658565642125,0.04384083869430545,0.13518584703359543
Madagascar,MDG,2020,AFR,0.043706293706293704,,,False,False,False,83.0,39687.0,0.8276513719857888,0.042809988157331114,0.13493083377428378
Madagascar,MDG,2021,AFR,0.27930651530108586,0.5543558736426456,,False,False,False,75.0,45724.0,0.7494095004811477,0.03989152305135159,0.12962557956434256
Maldives,MDV,2021,SEA,0.0625,0.0625,1.0,False,False,True,69.0,111.0,0.6936936936936937,0.0990990990990991,0.1891891891891892
Mexico,MEX,2019,AMR,0.8064668508939749,0.05316611162285363,0.28698356286095067,False,False,False,71.0,17241.0,0.7134736964213213,0.12191868221100864,0.2090946000812018
Mexico,MEX,2020,AMR,0.8294020432692307,0.046011117788461536,0.30122448979591837,False,False,False,71.0,21124.0,0.7142113236129521,0.12710660859685666,0.21066085968566559
Mexico,MEX,2021,AMR,0.8859869657545949,0.036368961898020455,0.4053691275167785,False,False,False,70.0,24928.0,0.7026636713735558,0.12844993581514763,0.22312259306803595
Mexico,MEX,2022,AMR,0.8528404035815019,0.03799193594184792,0.46088689586447434,False,False,False,69.0,26327.0,0.6941922740912372,0.13062635317354807,0.23568959623200517
Marshall Islands,MHL,2019,WPR,0.8842504743833017,0.14990512333965844,0.9240506329113924,False,False,False,86.0,147.0,0.8571428571428571,0.10204081632653061,
Marshall Islands,MHL,2020,WPR,0.9659367396593674,0.9659367396593674,0.8564231738035264,False,False,False,90.0,118.0,0.8983050847457628,0.06779661016949153,0.1016949152542373
Marshall Islands,MHL,2021,WPR,0.9482129832239241,0.08315098468271334,0.9649122807017544,False,False,False,83.0,106.0,0.8301886792452831,0.0660377358490566,0.14150943396226415
Marshall Islands,MHL,2022,WPR,0.8188976377952756,0.17716535433070865,0.6666666666666666,False,False,False,92.0,216.0,0.9212962962962963,0.041666666666666664,0.07407407407407407
North Macedonia,MKD,2019,EUR,0.8201058201058201,0.3386243386243386,,False,False,False,84.0,148.0,0.8445945945945946,0.07432432432432433,0.14189189189189189
North Macedonia,MKD,2020,EUR,0.8507462686567164,0.3582089552238806,0.625,False,False,False,79.0,146.0,0.7876712328767124,0.0684931506849315,0.21232876712328766
Mali,MLI,2020,AFR,0.05255023183925812,0.5834621329211747,,False,False,False,82.0,7285.0,0.822786547700755,0.07741935483870968,0.1571722717913521
Mali,MLI,2021,AFR,0.06131767775603392,0.6881930854533594,,False,False,False,84.0,7897.0,0.8448778016968469,0.06318855261491706,0.13701405597062175
Myanmar,MMR,2021,SEA,0.5687666370896185,0.0120452528837622,0.9705340699815838,False,False,False,88.0,116718.0,0.8829743484295481,0.04232423447968608,0.10889494336777532
Myanmar,MMR,2022,SEA,0.5196959225984796,0.02682067989600816,0.8797546012269939,False,False,False,84.0,125594.0,0.8424208162810325,0.040909597592241664,0.09947131232383713
Montenegro,MNE,2020,EUR,0.14545454545454545,,,False,False,False,94.0,80.0,0.9375,0.05,0.05
Montenegro,MNE,2021,EUR,0.20588235294117646,,,False,False,False,93.0,71.0,0.9295774647887324,0.014084507042253521,0.07042253521126761
Montenegro,MNE,2022,EUR,0.6328125,,,False,False,False,89.0,62.0,0.8870967741935484,0.016129032258064516,0.11290322580645161
Mongolia,MNG,2019,WPR,0.8570378537302462,0.059353178978316795,,False,False,False,90.0,3710.0,0.8983827493261456,0.03477088948787062,0.09353099730458221
Mongolia,MNG,2020,WPR,0.8597449908925319,0.030965391621129327,,False,False,False,90.0,2584.0,0.896671826625387,0.03134674922600619,0.09674922600619196
Mongolia,MNG,2021,WPR,0.8124826629680999,0.0377253814147018,1.0,False,False,True,87.0,2670.0,0.8685393258426967,0.037827715355805244,0.11760299625468165
Mongolia,MNG,2022,WPR,0.8796163069544365,0.09720223820943245,0.9851973684210527,False,False,False,82.0,2836.0,0.82475317348378,0.04936530324400564,0.152327221438646
Northern Mariana Islands,MNP,2019,WPR,0.6123076923076923,0.009230769230769232,0.0,False,False,True,87.0,39.0,0.8717948717948718,0.07692307692307693,0.1282051282051282
Northern Mariana Islands,MNP,2020,WPR,0.5948275862068966,,,False,False,False,100.0,36.0,1.0,0.0,0.0
Northern Mariana Islands,MNP,2021,WPR,0.1411764705882353,0.1411764705882353,1.0,False,False,True,70.0,23.0,0.6956521739130435,0.043478260869565216,0.30434782608695654
Northern Mariana Islands,MNP,2022,WPR,0.7160493827160493,0.2345679012345679,0.3157894736842105,False,False,False,73.0,22.0,0.7272727272727273,0.09090909090909091,0.2727272727272727
Mauritius,MUS,2022,AFR,1.0,0.32531645569620254,0.7509727626459144,True,False,False,65.0,103.0,0.6504854368932039,0.18446601941747573,0.30097087378640774
Malawi,MWI,2019,AFR,0.8887433448829545,0.10753824051381729,0.943418467583497,False,False,False,90.0,14863.0,0.8961851577743389,0.07360559779317769,0.09284801184148557
Malawi,MWI,2020,AFR,0.8980565371024735,0.10653710247349824,0.9241293532338308,False,False,False,90.0,14221.0,0.8998663947683004,0.06975599465579073,0.08881231980873357
Malawi,MWI,2021,AFR,0.913913425406276,0.09267483285344785,0.9578725645076356,False,False,False,90.0,17723.0,0.9036280539412064,0.06737008407154545,0.08503075100152345
Malawi,MWI,2022,AFR,0.928336268279611,0.08954138274251588,0.9350149636596836,False,False,False,91.0,18767.0,0.9105344487664517,0.05941279906218362,0.07875526189588107
Malaysia,MYS,2019,WPR,0.6672575522564443,0.06022108969150848,0.7694194603434178,False,False,False,78.0,22973.0,0.7763026161145693,0.12188220955034171,0.17337744308536107
Malaysia,MYS,2020,WPR,0.7464060048344006,0.15270768839319793,0.8422660372118855,False,False,False,79.0,20710.0,0.7893288266537904,0.13891839690970545,0.18305166586190247
Malaysia,MYS,2021,WPR,0.7218881050681057,0.15126296284256038,0.594455190199871,False,False,False,81.0,24279.0,0.8073643889781292,0.1285473042547057,0.15766711973310268
Malaysia,MYS,2022,WPR,0.4542577853600149,0.048600458144446204,0.7985845718329795,False,False,False,82.0,25632.0,0.8150358926342073,0.12226903870162296,0.15437734082397003
Namibia,NAM,2019,AFR,0.8624823695345557,0.08339210155148095,0.8821353065539113,False,False,False,88.0,6312.0,0.8819708491761724,0.07351077313054499,0.11549429657794677
Namibia,NAM,2020,AFR,0.825462291515591,0.08552393038433648,0.8881822999470058,False,False,False,87.0,6464.0,0.8680383663366337,0.07704207920792079,0.1282487623762376
Namibia,NAM,2021,AFR,0.8508190851311431,0.07125593053441948,0.9038944723618091,False,False,False,88.0,8374.0,0.8758060663959876,0.0659183186052066,0.12240267494626224
Namibia,NAM,2022,AFR,0.8155122777307366,0.09571549534292972,0.8818117480537863,False,False,False,88.0,8994.0,0.8792528352234823,0.06170780520346898,0.11596619968868134
Niger,NER,2021,AFR,0.904441117764471,0.904441117764471,,False,False,False,86.0,14214.0,0.856479527226678,0.06465456592092303,0.13317855635289153
Niger,NER,2022,AFR,0.8789452656811826,0.8789452656811826,,False,False,False,88.0,15484.0,0.8762593645052957,0.059028674761043655,0.1161198656677861
Nigeria,NGA,2019,AFR,0.8828178694158075,0.5296023564064801,0.8153503893214683,False,False,False,90.0,135784.0,0.8968508808106993,0.03478318505862252,0.08506156837329877
Nigeria,NGA,2020,AFR,0.8922820154269475,0.4389011682980739,0.8242548818088387,False,False,False,91.0,204725.0,0.908643301990475,0.00275003052875809,0.07104652582732934
Nigeria,NGA,2021,AFR,0.8084413080364029,0.16887436372049977,0.8423245989610093,False,False,False,93.0,282184.0,0.9279725285629234,0.022006917472287585,0.06360388966064695
Nigeria,NGA,2022,AFR,0.9418394323083344,0.3048941853073496,0.9395463290233099,False,False,False,94.0,367250.0,0.9400898570456092,0.016716133424098025,0.05208441116405718
Nicaragua,NIC,2019,AMR,0.9356804333107651,0.5362220717670955,1.0,False,False,True,86.0,1886.0,0.8626723223753977,0.05885471898197243,0.1288441145281018
Nepal,NPL,2019,SEA,0.6215251487290427,0.03703932627675191,0.8548185231539425,False,False,False,91.0,26909.0,0.9131145713330112,0.032777137760600546,0.06209818276413096
Nepal,NPL,2020,SEA,0.25500464006363516,0.03306045340050378,,False,False,False,92.0,27980.0,0.9160471765546819,0.03584703359542531,0.06697641172265904
Nepal,NPL,2021,SEA,0.3218901910540001,0.03971812940422806,,False,False,False,93.0,37003.0,0.9250871550955327,0.029943518093127584,0.06207604788800908
Nepal,NPL,2022,SEA,0.2805343941156603,0.023702480579427327,0.8587713742875237,False,False,False,92.0,36396.0,0.923260797889878,0.033135509396636995,0.0639905484119134
Oman,OMN,2019,EMR,0.952116935483871,0.1658266129032258,0.668693009118541,False,False,False,56.0,312.0,0.5608974358974359,0.08333333333333333,0.10576923076923077
Oman,OMN,2020,EMR,0.9641401792991035,0.22901385493072535,0.6192170818505338,False,False,False,61.0,231.0,0.6060606060606061,0.09956709956709957,0.10822510822510822
Oman,OMN,2021,EMR,0.930421909696521,0.17172464840858623,0.6767241379310345,False,False,False,44.0,362.0,0.43922651933701656,0.06629834254143646,0.08287292817679558
Oman,OMN,2022,EMR,0.9444985394352483,0.1382667964946446,0.7429577464788732,False,False,False,39.0,487.0,0.3860369609856263,0.0513347022587269,0.07186858316221766
Pakistan,PAK,2020,EMR,0.29439919482601157,0.016092296796078504,,False,False,False,94.0,339256.0,0.9352612776192609,0.016244370033249227,0.03828082627868041
Pakistan,PAK,2021,EMR,0.36259387557156714,0.00713454343910212,,False,False,False,95.0,424601.0,0.9504216900101508,0.016297653561814503,0.03462073805761173
Pakistan,PAK,2022,EMR,0.482365776435589,0.012174177112681997,,False,False,False,95.0,475761.0,0.9490605577170049,0.015425812540330123,0.035889869072916865
Panama,PAN,2021,AMR,0.653558052434457,0.09850187265917602,,False,False,False,74.0,1645.0,0.7428571428571429,0.14346504559270518,0.2571428571428571
Panama,PAN,2022,AMR,0.6388294075660242,0.09635974304068523,,False,False,False,75.0,2052.0,0.7509746588693957,0.1232943469785575,0.2490253411306043
Peru,PER,2019,AMR,0.8878630985798349,0.10885160002495166,0.19598853868194843,False,False,False,85.0,20938.0,0.8494125513420575,0.0645715923201834,0.11218836565096953
Peru,PER,2020,AMR,0.32871267933307485,0.0991663435440093,0.4095796676441838,False,False,False,86.0,22683.0,0.8571617510911255,0.0641890402504078,0.11973724815941454
Peru,PER,2021,AMR,0.8345058093267548,0.07381823969441349,0.39197930142302717,False,False,False,84.0,25175.0,0.8432174776564052,0.06387288977159881,0.13906653426017876
Peru,PER,2022,AMR,0.8310518008322572,0.07091404792653179,0.5690004046944557,False,False,False,85.0,28068.0,0.8451617500356278,0.07246686618212911,0.1437223884851076
Palau,PLW,2019,WPR,0.675,0.25,1.0,False,False,True,90.0,10.0,0.9,0.0,0.1
Palau,PLW,2020,WPR,0.9487179487179487,0.23076923076923078,1.0,False,False,True,100.0,8.0,1.0,0.0,0.0
Palau,PLW,2021,WPR,0.7307692307692307,0.11538461538461539,1.0,False,False,True,71.0,7.0,0.7142857142857143,0.2857142857142857,0.2857142857142857
Palau,PLW,2022,WPR,0.6071428571428571,0.25,1.0,False,False,True,93.0,15.0,0.9333333333333333,0.06666666666666667,0.06666666666666667
Papua New Guinea,PNG,2019,WPR,0.8880583409298086,0.2707383773928897,,False,False,False,74.0,27141.0,0.7354924284293136,0.03323385284256291,0.17324343244537785
Papua New Guinea,PNG,2020,WPR,0.8236297198538368,0.33934226552984165,,False,False,False,73.0,28244.0,0.7330760515507718,0.03250247840249256,0.13705565783883303
Puerto Rico,PRI,2019,AMR,0.5632183908045977,0.13793103448275862,0.6666666666666666,False,False,False,74.0,27.0,0.7407407407407407,0.18518518518518517,0.25925925925925924
Puerto Rico,PRI,2020,AMR,0.743421052631579,0.125,0.8947368421052632,False,False,False,82.0,17.0,0.8235294117647058,0.058823529411764705,0.17647058823529413
Puerto Rico,PRI,2021,AMR,0.4573643410852713,0.046511627906976744,0.6666666666666666,False,False,False,81.0,21.0,0.8095238095238095,0.19047619047619047,0.19047619047619047
Democratic People's Republic of Korea,PRK,2019,SEA,0.1154126863129896,0.1142611544512383,1.0,False,False,True,87.0,89640.0,0.8698348951360999,0.0320615796519411,0.11997991967871485
Democratic People's Republic of Korea,PRK,2020,SEA,0.06871742236712351,0.06803316629435087,1.0,False,False,True,88.0,87413.0,0.8805555237779278,0.03189456945763216,0.10830196881470719
Democratic People's Republic of Korea,PRK,2021,SEA,0.08128674455347643,0.08048064831633366,0.8990384615384616,False,False,False,87.0,81776.0,0.8735448053218549,0.03108491488945412,0.11569409117589513
Democratic People's Republic of Korea,PRK,2022,SEA,0.08197215357724068,0.08115243204146827,0.8052584670231729,False,False,False,88.0,78359.0,0.8760959175078804,0.030156076519608468,0.11268648145075869
Portugal,PRT,2019,EUR,0.720676866017617,0.47009735744089015,0.8155818540433925,False,False,False,73.0,1461.0,0.7337440109514032,0.06365503080082136,0.10472279260780287
Portugal,PRT,2020,EUR,0.7058545797922569,0.6458923512747875,0.8662280701754386,False,False,False,68.0,1480.0,0.6777027027027027,0.05337837837837838,0.10202702702702703
Portugal,PRT,2021,EUR,0.7224092779648336,0.4276094276094276,0.7917760279965005,False,False,False,64.0,1523.0,0.6434668417596848,0.05909389363099146,0.13000656598818122
Portugal,PRT,2022,EUR,0.8010321100917431,0.6743119266055045,0.7738095238095238,False,False,False,61.0,1524.0,0.610236220472441,0.047900262467191604,0.10695538057742782
Paraguay,PRY,2019,AMR,0.5719539102721255,0.05442510419220397,0.8423423423423423,False,False,False,68.0,2335.0,0.6835117773019272,0.11991434689507495,0.30149892933618844
Paraguay,PRY,2020,AMR,0.9697616506581288,0.060832443970117396,,False,False,False,67.0,2698.0,0.6671608598962194,0.11378799110452187,0.2857672349888806
Paraguay,PRY,2021,AMR,0.9978001257071024,0.13104965430546825,,False,False,False,73.0,3049.0,0.725811741554608,0.09248934076746475,0.2505739586749754
Paraguay,PRY,2022,AMR,0.9341954022988506,0.14195402298850573,,False,False,False,70.0,3457.0,0.6982933179056986,0.08533410471507087,0.2606306045704368
"occupied Palestinian territory, including east Jerusalem",PSE,2019,EMR,1.0,1.0,0.09411764705882353,True,True,False,92.0,26.0,0.9230769230769231,0.0,0.07692307692307693
"occupied Palestinian territory, including east Jerusalem",PSE,2020,EMR,1.0,0.08333333333333333,0.8,True,False,False,92.0,25.0,0.92,0.08,0.08
"occupied Palestinian territory, including east Jerusalem",PSE,2021,EMR,1.0,1.0,1.0,True,True,True,86.0,21.0,0.8571428571428571,0.047619047619047616,0.09523809523809523
"occupied Palestinian territory, including east Jerusalem",PSE,2022,EMR,1.0,0.23376623376623376,,True,False,False,100.0,15.0,1.0,0.0,0.0
French Polynesia,PYF,2021,WPR,0.9609261939218524,0.05209840810419682,,False,False,False,78.0,54.0,0.7777777777777778,0.12962962962962962,0.2037037037037037
Qatar,QAT,2019,EMR,1.0,0.14624314737181554,,True,False,False,77.0,852.0,0.7746478873239436,0.005868544600938967,0.051643192488262914
Qatar,QAT,2020,EMR,1.0,0.1510989010989011,,True,False,False,75.0,983.0,0.7466937945066124,0.021363173957273652,0.12309257375381485
Qatar,QAT,2021,EMR,1.0,0.13437312537492502,,True,False,False,77.0,860.0,0.7709302325581395,0.010465116279069767,0.11627906976744186
Romania,ROU,2019,EUR,1.0,0.9699819168173599,1.0,True,False,True,82.0,7017.0,0.8161607524583155,0.11229870314949408,0.17429100755308535
Romania,ROU,2020,EUR,1.0,0.9699539170506912,0.9800456100342075,True,False,False,81.0,7396.0,0.8121957815035155,0.1233098972417523,0.1796917252568956
Rwanda,RWA,2019,AFR,0.9728384527872582,0.09264789533560865,,False,False,False,89.0,5562.0,0.8888888888888888,0.07389428263214672,0.1021215390147429
Rwanda,RWA,2020,AFR,0.9617958893561571,0.08008055440383818,0.731508875739645,False,False,False,87.0,5190.0,0.8707129094412331,0.08998073217726398,0.11888246628131022
Rwanda,RWA,2021,AFR,0.9025805161032207,0.05626125225045009,0.8435555555555555,False,False,False,89.0,6932.0,0.8899307559145989,0.0654933641084824,0.10213502596653203
Rwanda,RWA,2022,AFR,0.9818064871818433,0.21648442525039052,0.967741935483871,False,False,False,90.0,9233.0,0.9027401711253114,0.05317881511967941,0.08989494205566988
Saudi Arabia,SAU,2019,EMR,0.9953905870936438,0.13985929160601648,1.0,False,False,True,90.0,2448.0,0.8954248366013072,0.08088235294117647,0.08537581699346405
Saudi Arabia,SAU,2020,EMR,0.9880143333745212,0.19288273816878784,1.0,False,False,True,90.0,2577.0,0.8952270081490105,0.08110205665502522,0.09119130772215754
Saudi Arabia,SAU,2021,EMR,0.9876086956521739,0.12347826086956522,1.0,False,False,True,90.0,2587.0,0.9025898724391187,0.07962891379976807,0.09625048318515655
Saudi Arabia,SAU,2022,EMR,0.9476925905497334,0.16629895201323772,1.0,False,False,True,92.0,2526.0,0.9152810768012668,0.07165479018210609,0.08353127474267617
Singapore,SGP,2019,WPR,0.9612472160356348,0.1866369710467706,0.8591885441527446,False,False,False,79.0,2335.0,0.793576017130621,0.07580299785867238,0.07837259100642398
Singapore,SGP,2020,WPR,0.9794742527907814,0.15808426359380626,0.876993166287016,False,False,False,78.0,2370.0,0.7835443037974683,0.0679324894514768,0.07130801687763713
Singapore,SGP,2021,WPR,0.9818625741192885,0.14370422043948378,0.8349514563106796,False,False,False,73.0,2596.0,0.734206471494607,0.0635593220338983,0.0662557781201849
Singapore,SGP,2022,WPR,0.9398391045820217,0.12381951731374606,0.8305084745762712,False,False,False,74.0,2044.0,0.7446183953033269,0.074853228962818,0.07827788649706457
Solomon Islands,SLB,2020,WPR,0.8352,,,False,False,False,96.0,370.0,0.9567567567567568,0.03783783783783784,0.043243243243243246
Solomon Islands,SLB,2021,WPR,0.6661951909476662,,,False,False,False,94.0,135.0,0.9407407407407408,0.02962962962962963,0.05925925925925926
Solomon Islands,SLB,2022,WPR,0.8051181102362205,,,False,False,False,92.0,281.0,0.9217081850533808,0.046263345195729534,0.07829181494661921
El Salvador,SLV,2022,AMR,0.9949703610562242,0.03209388659361715,,False,False,False,90.0,4265.0,0.9045720984759672,0.050175849941383355,0.08206330597889801
Serbia,SRB,2022,EUR,0.7859922178988327,,,False,False,False,74.0,475.0,0.7410526315789474,0.035789473684210524,0.06315789473684211
Sao Tome and Principe,STP,2021,AFR,0.0,0.11811023622047244,,True,False,False,79.0,125.0,0.792,0.088,0.2
Sao Tome and Principe,STP,2022,AFR,0.0,0.1368421052631579,1.0,True,False,True,70.0,105.0,0.7047619047619048,0.0761904761904762,0.2761904761904762
Suriname,SUR,2019,AMR,0.9968051118210862,,,False,False,False,75.0,103.0,0.7475728155339806,0.13592233009708737,0.24271844660194175
Suriname,SUR,2020,AMR,0.972972972972973,0.20270270270270271,0.8,False,False,False,72.0,82.0,0.7195121951219512,0.1951219512195122,0.25609756097560976
Suriname,SUR,2021,AMR,0.958904109589041,0.0821917808219178,0.8333333333333334,False,False,False,73.0,111.0,0.7297297297297297,0.12612612612612611,0.2702702702702703
